"ASV","DPCoA1","DPCoA2","kingdom","phylum","class","order","family","genus","species"
"ASV_781",0.777523357720408,-5.01662580046114,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis"
"ASV_438",0.777920788093838,-5.02107171295937,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis"
"ASV_1106",0.777061713561574,-5.01366530221226,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis"
"ASV_1253",0.777910316755525,-5.01316451992206,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis"
"ASV_3411",0.78492960791608,-4.9136856095384,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum"
"ASV_1991",0.78470821618754,-4.91440781410958,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum"
"ASV_1805",0.784979585990214,-4.91461083617139,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum"
"ASV_2971",0.784631829805642,-4.91412505237319,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum"
"ASV_854",0.784636862499842,-4.91912814960039,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum"
"ASV_1937",0.80911044316132,-5.02761059272316,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_848",0.808908558787327,-5.03204698447032,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1371",0.809491935233625,-5.02727260095524,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1379",0.809434035036629,-5.02808136117644,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1305",0.808774725462731,-5.02965077817207,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_528",0.808953164595681,-5.03481570087392,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1355",0.80880222375168,-5.02833045073366,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1511",0.809314037496985,-5.02726183879109,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_254",0.81072116609009,-5.04196092119025,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_625",0.81185369768465,-5.02929111631865,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_734",0.809163105078803,-5.0318549712781,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_2019",0.808759718584094,-5.02845436785702,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_3474",0.808820702168985,-5.0269896666642,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_2815",0.808843128253636,-5.0270102894216,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1494",0.809361052492516,-5.02795133058969,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1861",0.809162894208785,-5.02697116781894,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_741",0.808736556037226,-5.03281947432807,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1207",0.809503097742119,-5.02848021027814,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1505",0.809326365903164,-5.0279038373618,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_730",0.809290775575086,-5.03351046223515,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA
"ASV_1109",0.807031928354337,-4.94890812649377,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_2944",0.80620392501787,-4.9478903144629,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_1080",0.806251018284732,-4.95078953376699,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_1524",0.806726138495518,-4.9484441255258,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_1516",0.806769808665462,-4.94832351454335,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_1149",0.806774453284784,-4.94964706424716,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_421",0.811868752177771,-4.94938406969483,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_452",0.808284853946811,-4.95322493199544,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_1799",0.806236223609692,-4.94866872334802,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_2507",0.806391677896351,-4.94765309920402,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_1156",0.806459447048423,-4.94997391394427,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum"
"ASV_2922",0.757199250547032,-4.81493285436307,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__viscosum"
"ASV_1662",0.75713205392369,-4.81585206867238,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__viscosum"
"ASV_2192",0.756761493082443,-4.81471055495173,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__constrictum"
"ASV_960",0.757370217829659,-4.82551228921865,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus",NA
"ASV_2401",0.626384609750194,-4.1931116197161,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_2104",0.626482456051619,-4.19327778649133,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_2322",0.626370145211816,-4.19302930678454,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_1651",0.626358888915289,-4.19362176821683,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_1159",0.62677465527907,-4.19516512377537,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA
"ASV_775",0.639415147640588,-4.15729788051105,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales",NA,NA,NA
"ASV_2930",0.486679658685993,-3.51072339543033,"k__Fungi","p__Glomeromycota","c__Glomeromycetes",NA,NA,NA,NA
"ASV_554",0.610878083695553,-3.48167257894198,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1264",0.608628990639042,-3.48178329065671,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_798",0.609542103061892,-3.48162740675332,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_918",0.609926680104688,-3.48088848748175,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_933",0.608862829973052,-3.48330959705681,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1397",0.610330691162239,-3.47734879765443,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_662",0.610274482704373,-3.48144788753531,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2536",0.608230349174208,-3.4800482024628,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1663",0.609426435357962,-3.47873193701571,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1077",0.609410887361385,-3.48062980971856,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1412",0.608171893403422,-3.4826737108789,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2187",0.608475582257933,-3.47991879763618,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_664",0.609707556446581,-3.48568405619193,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1242",0.608816997119516,-3.48214287618226,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1920",0.608198753484311,-3.4809875530764,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1189",0.607969418347857,-3.48479584694208,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_964",0.608419059605914,-3.48447995358114,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_414",0.609752907911063,-3.48852068504773,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_637",0.609033327044348,-3.48529149096068,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2478",0.608075937602494,-3.48031325122489,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_665",0.608829603382779,-3.48479861661943,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2547",0.608118838230025,-3.48013351445743,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1058",0.607175394712915,-3.49069796612416,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1700",0.608375602989289,-3.48108396279592,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_638",0.611295496974142,-3.48042063288845,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_703",0.609161648827783,-3.48372311800707,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_241",0.615613877976351,-3.48280531763965,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_3464",0.608180581654726,-3.47960829359372,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1104",0.608417843531547,-3.48260306433758,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1221",0.608512883581666,-3.48222290095342,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2111",0.608278729918202,-3.48089378993658,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_886",0.607753586106133,-3.48276037176343,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1066",0.61018731356609,-3.47946408387679,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1006",0.609453589334321,-3.48097739395585,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1954",0.608390450674778,-3.48033686848391,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_1247",0.608620971929775,-3.48192054248798,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_844",0.610029231324787,-3.48084896152231,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_472",0.60960893853687,-3.48693604031505,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2170",0.608381778739767,-3.48004425867619,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_623",0.608398017454582,-3.48574377016743,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_3496",0.564029592848643,-3.36861826744044,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_3443",0.563908150588945,-3.36869312862456,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_3320",0.564054614959185,-3.36868941648911,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2380",0.564179737203215,-3.36894712591786,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA
"ASV_2713",0.356752785386654,-2.86043019869281,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_2744",0.35666024227179,-2.86056878884021,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_1797",0.356825620701753,-2.86078347789671,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_2412",0.356911968154605,-2.86035277342715,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_1266",0.357207892105076,-2.86140546385575,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_1010",0.357122072615605,-2.8621030053856,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_1679",0.357139346787935,-2.8606034745621,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_1376",0.357396994891341,-2.86056933077533,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_3332",0.356795784171544,-2.86004678545874,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_1646",0.356855762538012,-2.86063093093643,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_2258",0.35683313179015,-2.86047173541555,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_3263",0.356684170237865,-2.86045064911958,"k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA
"ASV_2084",0.356245636564424,-2.85611940978955,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes",NA,NA,NA,NA
"ASV_218",0.403591811741078,-3.04390219061771,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA
"ASV_615",0.398857608921774,-3.03696145854216,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA
"ASV_264",0.401145586692768,-3.04427280163463,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA
"ASV_2925",0.38716218813277,-2.90133874222173,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__brasilianum"
"ASV_2928",0.387156846340921,-2.90152396530422,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__brasilianum"
"ASV_1500",0.391050756667302,-2.91029360638295,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__occultum"
"ASV_1756",0.391360557842411,-2.90891923445,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__occultum"
"ASV_1059",0.391550872030472,-2.91079680217662,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__occultum"
"ASV_1255",0.402684537632892,-2.91642961515916,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_1162",0.402653956847004,-2.91618296455065,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_3066",0.402458154082852,-2.91535207938582,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_2912",0.402298180270864,-2.91529463237886,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_317",0.409063957012121,-2.9183184922876,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"ASV_1240",0.372915090687239,-2.89275830811346,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales",NA,NA,NA
"ASV_905",0.37358687816247,-2.89297405187039,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales",NA,NA,NA
"ASV_1074",0.203580882427136,-2.1147641950858,"k__Fungi","p__Mortierellomycota",NA,NA,NA,NA,NA
"ASV_3815",0.372761126561969,-2.49517831455517,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ASV_901",0.547362057280985,-2.89714596715356,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__angusta"
"ASV_1124",0.574795892447881,-2.93831871256284,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_1553",0.574208563675554,-2.93818800748024,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_1013",0.574629170214497,-2.93980082000349,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_2528",0.574246570911955,-2.93717969809203,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_2344",0.574064432221588,-2.93754645130332,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_447",0.575709266122184,-2.94087336494246,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_3360",0.573913798074085,-2.93734130166354,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_1895",0.573691798744485,-2.93862164951416,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_2848",0.573691563230039,-2.93768369971251,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_385",0.576403990189581,-2.94564071265386,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_370",0.577431018888086,-2.94247284291667,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_685",0.575239603554208,-2.94002101591248,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_350",0.646116992882149,-3.12251188962172,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_28",0.66681640798307,-3.20164179984059,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_355",0.646882069682879,-3.13297876737894,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_156",0.663075811739162,-3.11576870562033,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_678",0.647687498294455,-3.11748231064454,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_1284",0.644731010854177,-3.11962908563727,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_359",0.647158647148598,-3.12203156250393,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata"
"ASV_205",0.569318721686733,-2.94428876680715,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina"
"ASV_684",0.568624055359245,-2.93305589330907,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina"
"ASV_220",0.574653314320145,-2.9363557223657,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina"
"ASV_108",0.565278933320172,-2.96590571479281,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__exigua"
