"ASV","DPCoA1","DPCoA2","kingdom","phylum","class","order","family","genus","species"
"ASV_2117",6.94683589798507,0.370531440822084,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_176",6.95630855548037,0.364253840206633,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_45",7.0086091201043,0.359480688067323,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_334",6.94990542083382,0.364555423218518,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_2554",6.94658519223896,0.370288375252972,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_328",6.95296720438752,0.368195522877225,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_101",6.95753391866105,0.352134554105907,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_653",6.94869729551511,0.369835230425315,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_174",6.95998173850222,0.364129725045949,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_603",5.9740203969674,1.15771338689642,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV_820",5.9756951352648,1.16309264450264,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV_1258",5.97471758319982,1.16351691742686,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV_1984",5.9738053286931,1.16329868044141,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ASV_446",5.98540992197225,1.10192839907346,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"ASV_252",5.98834603617133,1.09507759699192,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"ASV_1555",5.9845653992785,1.10752280251499,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"ASV_978",5.98522126880066,1.10577102667383,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"ASV_26",6.41824332025631,1.12735919635997,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales",NA,NA,NA
"ASV_270",5.97453991309417,1.13040796852574,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"ASV_980",5.96449236032779,1.19968049248528,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Thelephora","s__corticioides"
"ASV_47",6.15565271897007,1.12324856712851,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Amphinema",NA
"ASV_132",6.07391811256115,1.07830712287572,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Tylospora",NA
"ASV_411",6.06730178221975,1.09137948275336,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Tylospora",NA
"ASV_1342",2.62528087877963,0.347780451454754,"k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces",NA
"ASV_3084",2.63215429173677,0.347989615002925,"k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Chrysozyma","s__griseoflava"
"ASV_2214",2.63551117176348,0.332976015202404,"k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales",NA,NA,NA
"ASV_136",2.53161129937477,0.384724900997928,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Golubeviales","f__Golubeviaceae","g__Golubevia","s__pallescens"
"ASV_833",2.54080590991098,0.383954892529612,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Golubeviales","f__Golubeviaceae","g__Golubevia","s__pallescens"
"ASV_4321",2.61342270018335,0.353719030973218,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Tilletiales","f__Tilletiaceae","g__Tilletia",NA
"ASV_3287",2.61324541086321,0.354055243289243,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Tilletiales","f__Tilletiaceae","g__Tilletia",NA
"ASV_916",2.60151588455148,0.356739082896027,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA
"ASV_856",2.59426132843756,0.363391219186746,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Brachybasidiaceae","g__Meira","s__argovae"
"ASV_1962",2.59632373925549,0.362206618872507,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Brachybasidiaceae","g__Meira","s__argovae"
"ASV_3134",2.58701856308401,0.372862931443211,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora",NA
"ASV_3610",2.58720610190469,0.372804585368121,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora",NA
"ASV_2706",2.58898819538533,0.374990547735504,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Microsporomycetaceae",NA,NA
"ASV_5641",2.59137470635995,0.370758577451096,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Occultifur",NA
"ASV_2466",2.54731305320179,0.39135388167191,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Sakaguchia",NA
"ASV_1414",2.49146877785999,0.422745527031856,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa",NA
"ASV_1044",2.49062007199004,0.423277839102869,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa",NA
"ASV_2871",2.49266786246122,0.423137837373694,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa",NA
"ASV_1345",2.46605773658514,0.450856412643224,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum"
"ASV_2010",2.46686374115094,0.451085951307544,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum"
"ASV_2127",2.40825063134672,0.497322647016818,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_138",2.38771366760145,0.522842648979968,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_717",2.40528974253226,0.497297723100947,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_1018",2.40695144002757,0.497030488794302,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_649",2.40567392149703,0.4963090250666,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_2675",2.40829458296371,0.4978696506482,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_1167",2.40797589120559,0.500356402736685,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_525",2.52872818242362,0.408013231380845,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales",NA,NA,NA
"ASV_149",2.47431164859617,0.344472582130965,"k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__linderae"
"ASV_526",2.48671333831109,0.349016610350554,"k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__linderae"
"ASV_1219",2.53302611981616,0.350873918661432,"k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__novozealandica"
"ASV_223",2.01083871255166,2.08254306166,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Platygloeales",NA,NA,NA
"ASV_1502",-1.41631275526897,10.8808400066343,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_60",-1.45152011424335,10.9401032734465,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_368",-1.42162145141476,10.8943557391289,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_2689",-1.41576679840825,10.8781980325485,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_32",-1.48319582415625,10.9981886245492,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_3",-1.83560540901569,12.0705869883295,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_165",-1.43274869926378,10.8961535003606,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_18",-1.54091813889144,11.2070661222652,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_1925",-1.41604389793044,10.8796313110077,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata"
"ASV_2180",-0.0650015611707556,7.37507035630819,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia",NA
"ASV_188",2.51955295425567,0.279074140305006,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA
"ASV_2865",2.51246931746705,0.289321505165992,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA
"ASV_2157",2.51253362856272,0.288790485886636,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA
"ASV_443",2.50739761374071,0.304267126964178,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma","s__terricola"
"ASV_4374",2.46532851873018,0.357935366168448,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__pullulans"
"ASV_796",2.44301535628385,0.36953962300865,"k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_3007",2.44595647220846,0.36744437650891,"k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_1738",2.2802651533688,0.387239228616858,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_392",2.30711378093417,0.320713711703303,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"ASV_565",2.39659574373207,0.224629300909486,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__podzolica"
"ASV_56",2.42249342175444,0.181940265716534,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__podzolica"
"ASV_572",2.31450632032052,0.31699696634685,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA
"ASV_130",2.1543301533603,0.483614337057786,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__penniseticola"
"ASV_406",2.16821921628404,0.469833258211118,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__penniseticola"
"ASV_975",2.24617468176776,0.412827451820512,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria",NA
"ASV_2855",2.10144005532538,0.479459746318952,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA
"ASV_68",2.05587257134277,0.50095906376024,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA
"ASV_1519",2.27944512930384,0.395054296404458,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__fusca"
"ASV_2470",2.27950764846493,0.388533713254168,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Carcinomycetaceae","g__Carcinomyces",NA
"ASV_1934",2.27924777631658,0.38879333352979,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Carcinomycetaceae","g__Carcinomyces",NA
"ASV_378",2.13657495881752,0.401359611515384,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces",NA
"ASV_973",2.15188202825164,0.407719352108349,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces","s__pseudoschimicola"
"ASV_3289",2.16323265307282,0.408703058563006,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV_182",2.02356501641563,0.416914239355841,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA
"ASV_236",1.93542738979347,0.443042969741566,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae"
"ASV_55",1.89460629629799,0.44388857526123,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae"
"ASV_5642",2.0560057802307,0.425615714110897,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis"
"ASV_7208",2.05607492207879,0.425663047165489,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis"
"ASV_312",2.04706319238094,0.428759739327856,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis"
"ASV_362",2.12040841578794,0.427099449244752,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium","s__foliicola"
"ASV_458",2.10799270481092,0.427682481565479,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA
"ASV_1451",2.11304270317239,0.428596288014036,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA
"ASV_419",2.10806853956375,0.433270520878601,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA
"ASV_5",4.28396521540231,-3.160966858484,"k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Hoehnelomycetaceae","g__Atractiella","s__solani"
"ASV_2552",3.10567277265193,-0.650478334064148,"k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Atractidochium","s__hillariae"
"ASV_98",2.30299885168324,0.592354132376647,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri"
"ASV_806",2.32883166439266,0.573031937442659,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri"
"ASV_339",2.32359496697391,0.579567524206395,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri"
"ASV_2171",2.4091598062429,0.51900344665351,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__pyrrosiae"
"ASV_255",2.36956440716176,0.559846018088812,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA
"ASV_877",2.37789538963288,0.544252906339843,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA
"ASV_2338",2.38025516220186,0.546449127268939,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA
"ASV_2659",2.51651610379488,0.431057538310295,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA
"ASV_2516",2.51633713149119,0.43041442240502,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA
"ASV_2608",2.51917489896507,0.429028542320752,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Bensingtonia",NA
"ASV_3383",0.113711609511607,-1.9111630823565,"k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA
"ASV_1117",0.115941130926647,-1.9207167692957,"k__Fungi","p__Entorrhizomycota","c__Entorrhizomycetes","o__Entorrhizales","f__Entorrhizaceae","g__Entorrhiza","s__tenuis"
"ASV_1492",0.241796015587946,-2.08997746975815,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Angulomycetaceae","g__Angulomyces","s__argentinensis"
"ASV_3559",0.261042344006675,-2.10619978379922,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Coralloidiomyces","s__digitatus"
"ASV_383",0.325654496527791,-2.16490327924118,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus"
"ASV_538",0.32041829649276,-2.16774002028019,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus"
"ASV_274",0.32415078385961,-2.16776779891547,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus"
"ASV_2919",0.319240132089944,-2.16395147402599,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus"
"ASV_267",0.324135025126556,-2.16783367018247,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus"
"ASV_394",0.320323820868324,-2.16936801270292,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus"
"ASV_1025",0.264055605873479,-2.1118559131074,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_3940",0.263850394985158,-2.10948787962811,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_507",0.26709232585103,-2.11129589364658,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_5419",0.26371701439118,-2.10948927248972,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_3004",0.263999978777461,-2.10957152398767,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_4995",0.263785705876837,-2.1094346552956,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_2897",0.263978667227943,-2.10959870547082,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_2093",0.264053818708543,-2.1100507898727,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_2604",0.264017892620585,-2.10973988610943,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ASV_1539",0.246131000284974,-2.0906472168914,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Terramycetaceae",NA,NA
"ASV_1488",0.246153024919768,-2.08940705344244,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Terramycetaceae","g__Boothiomyces","s__macroporosum"
"ASV_2745",0.242608137726037,-2.08650681895976,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA
"ASV_4430",0.242175642999955,-2.08757665501471,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_4388",0.242173280964748,-2.08760464046856,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_3850",0.242227545897823,-2.08765017591386,"k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_1547",0.209654051805488,-2.08798766894126,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_523",0.210584223432764,-2.09084022922635,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_2264",0.209514806922598,-2.08771795930752,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_2452",0.209460583573008,-2.08776235278061,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_2100",0.209292564259297,-2.08806564829807,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_2233",0.209349753887745,-2.08795811661994,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_5264",0.209173865114282,-2.08744981257577,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA
"ASV_1165",0.197155471004953,-2.07603051480259,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Powellomyces",NA
"ASV_2176",0.197622600282309,-2.0629620046495,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales",NA,NA,NA
"ASV_3752",0.199273378710404,-2.06823446809315,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA
"ASV_3358",0.20132275613069,-2.07504325101546,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ASV_1504",0.201062076425229,-2.07844830509008,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__pseudodichotomus"
"ASV_681",0.205885083936242,-2.08148188367544,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces",NA
"ASV_1802",0.201835610084918,-2.08101883004084,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus"
"ASV_1134",0.202396331786612,-2.0813983786381,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus"
"ASV_3810",0.307868782997217,-2.25757377133523,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_1465",0.308593358677223,-2.25791147132499,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_203",0.312997407065582,-2.27114599125972,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_1787",0.308281875826746,-2.25832725210402,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_4240",0.30779163205037,-2.25762518946846,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_5166",0.30781533703606,-2.25749507283034,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_756",0.307858733925735,-2.26079965299633,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_3408",0.308136235541062,-2.25741751173243,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_2050",0.306891763130348,-2.25743084084992,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_929",0.308430659371991,-2.2588452908751,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_784",0.30820492255254,-2.26299112258567,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_163",0.317999154920996,-2.26324446504849,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_335",0.310634251588713,-2.26283603443988,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_7332",0.307810231586767,-2.25738263914531,"k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
