"","x"
"1257","ASV_2407"
"1258","ASV_2410"
"1259","ASV_2433"
"1260","ASV_2446"
"1261","ASV_2449"
"1262","ASV_2456"
"1263","ASV_2457"
"1264","ASV_2461"
"1265","ASV_2490"
"1266","ASV_2497"
"1267","ASV_2517"
"1268","ASV_2529"
"1269","ASV_2534"
"1270","ASV_2561"
"1271","ASV_2564"
"1272","ASV_2581"
"1273","ASV_2588"
"1274","ASV_2589"
"1275","ASV_2591"
"1276","ASV_2594"
"1277","ASV_2600"
"1278","ASV_2615"
"1279","ASV_2616"
"1280","ASV_2618"
"1281","ASV_2631"
"1282","ASV_2632"
"1283","ASV_2637"
"1284","ASV_2645"
"1285","ASV_2655"
"1286","ASV_2658"
"1287","ASV_2660"
"1288","ASV_2662"
"1289","ASV_2674"
"1290","ASV_2686"
"1291","ASV_2702"
"1292","ASV_2703"
"1293","ASV_2709"
"1294","ASV_2723"
"1295","ASV_2732"
"1296","ASV_2734"
"1297","ASV_2746"
"1298","ASV_2755"
"1299","ASV_2761"
"1300","ASV_2786"
"1301","ASV_2795"
"1302","ASV_2796"
"1303","ASV_2803"
"1304","ASV_2810"
"1305","ASV_2820"
"1306","ASV_2821"
"1307","ASV_2834"
"1308","ASV_2835"
"1309","ASV_2863"
"1310","ASV_2881"
"1311","ASV_2893"
"1312","ASV_2907"
"1313","ASV_2913"
"1314","ASV_2927"
"1315","ASV_2946"
"1316","ASV_2954"
"1317","ASV_2961"
"1318","ASV_2963"
"1319","ASV_2965"
"1320","ASV_2966"
"1321","ASV_2967"
"1322","ASV_2977"
"1323","ASV_2979"
"1324","ASV_2991"
"1325","ASV_2993"
"1326","ASV_3002"
"1327","ASV_3005"
"1328","ASV_3011"
"1329","ASV_3022"
"1330","ASV_3024"
"1331","ASV_3025"
"1332","ASV_3026"
"1333","ASV_3029"
"1334","ASV_3037"
"1335","ASV_3038"
"1336","ASV_3047"
"1337","ASV_3050"
"1338","ASV_3051"
"1339","ASV_3058"
"1340","ASV_3059"
"1341","ASV_3076"
"1342","ASV_3077"
"1343","ASV_3080"
"1344","ASV_3087"
"1345","ASV_3092"
"1346","ASV_3097"
"1347","ASV_3104"
"1348","ASV_3118"
"1349","ASV_3124"
"1350","ASV_3125"
"1351","ASV_3128"
"1352","ASV_3132"
"1353","ASV_3136"
"1354","ASV_3139"
"1355","ASV_3141"
"1356","ASV_3148"
"1357","ASV_3150"
"1358","ASV_3157"
"1359","ASV_3167"
"1360","ASV_3168"
"1361","ASV_3169"
"1362","ASV_3173"
"1363","ASV_3179"
"1364","ASV_3187"
"1365","ASV_3193"
"1366","ASV_3200"
"1367","ASV_3202"
"1368","ASV_3211"
"1369","ASV_3212"
"1370","ASV_3214"
"1371","ASV_3224"
"1372","ASV_3231"
"1373","ASV_3238"
"1374","ASV_3253"
"1375","ASV_3254"
"1376","ASV_3261"
"1377","ASV_3271"
"1378","ASV_3281"
"1379","ASV_3282"
"1380","ASV_3283"
"1381","ASV_3284"
"1382","ASV_3292"
"1383","ASV_3293"
"1384","ASV_3298"
"1385","ASV_3305"
"1386","ASV_3319"
"1387","ASV_3321"
"1388","ASV_3322"
"1389","ASV_3325"
"1390","ASV_3331"
"1391","ASV_3346"
"1392","ASV_3350"
"1393","ASV_3352"
"1394","ASV_3353"
"1395","ASV_3368"
"1396","ASV_3371"
"1397","ASV_3372"
"1398","ASV_3378"
"1399","ASV_3381"
"1400","ASV_3387"
"1401","ASV_3405"
"1402","ASV_3412"
"1403","ASV_3421"
"1404","ASV_3422"
"1405","ASV_3423"
"1406","ASV_3430"
"1407","ASV_3433"
"1408","ASV_3439"
"1409","ASV_3442"
"1410","ASV_3444"
"1411","ASV_3454"
"1412","ASV_3457"
"1413","ASV_3458"
"1414","ASV_3459"
"1415","ASV_3460"
"1416","ASV_3469"
"1417","ASV_3472"
"1418","ASV_3473"
"1419","ASV_3484"
"1420","ASV_3488"
"1421","ASV_3489"
"1422","ASV_3490"
"1423","ASV_3493"
"1424","ASV_3504"
"1425","ASV_3506"
"1426","ASV_3510"
"1427","ASV_3513"
"1428","ASV_3517"
"1429","ASV_3523"
"1430","ASV_3524"
"1431","ASV_3537"
"1432","ASV_3538"
"1433","ASV_3552"
"1434","ASV_3555"
"1435","ASV_3560"
"1436","ASV_3584"
"1437","ASV_3588"
"1438","ASV_3591"
"1439","ASV_3592"
"1440","ASV_3593"
"1441","ASV_3596"
"1442","ASV_3598"
"1443","ASV_3600"
"1444","ASV_3601"
"1445","ASV_3602"
"1446","ASV_3605"
"1447","ASV_3607"
"1448","ASV_3612"
"1449","ASV_3613"
"1450","ASV_3624"
"1451","ASV_3630"
"1452","ASV_3632"
"1453","ASV_3651"
"1454","ASV_3653"
"1455","ASV_3657"
"1456","ASV_3658"
"1457","ASV_3662"
"1458","ASV_3668"
"1459","ASV_3676"
"1460","ASV_3687"
"1461","ASV_3688"
"1462","ASV_3695"
"1463","ASV_3696"
"1464","ASV_3699"
"1465","ASV_3700"
"1466","ASV_3714"
"1467","ASV_3716"
"1468","ASV_3723"
"1469","ASV_3730"
"1470","ASV_3734"
"1471","ASV_3742"
"1472","ASV_3744"
"1473","ASV_3746"
"1474","ASV_3751"
"1475","ASV_3753"
"1476","ASV_3754"
"1477","ASV_3759"
"1478","ASV_3767"
"1479","ASV_3777"
"1480","ASV_3778"
"1481","ASV_3779"
"1482","ASV_3781"
"1483","ASV_3785"
"1484","ASV_3787"
"1485","ASV_3792"
"1486","ASV_3799"
"1487","ASV_3806"
"1488","ASV_3812"
"1489","ASV_3818"
"1490","ASV_3819"
"1491","ASV_3821"
"1492","ASV_3823"
"1493","ASV_3824"
"1494","ASV_3829"
"1495","ASV_3832"
"1496","ASV_3838"
"1497","ASV_3840"
"1498","ASV_3855"
"1499","ASV_3863"
"1500","ASV_3876"
"1501","ASV_3878"
"1502","ASV_3881"
"1503","ASV_3884"
"1504","ASV_3887"
"1505","ASV_3890"
"1506","ASV_3891"
"1507","ASV_3892"
"1508","ASV_3903"
"1509","ASV_3909"
"1510","ASV_3911"
"1511","ASV_3916"
"1512","ASV_3917"
"1513","ASV_3920"
"1514","ASV_3925"
"1515","ASV_3927"
"1516","ASV_3937"
"1517","ASV_3938"
"1518","ASV_3939"
"1519","ASV_3942"
"1520","ASV_3948"
"1521","ASV_3952"
"1522","ASV_3953"
"1523","ASV_3955"
"1524","ASV_3957"
"1525","ASV_3963"
"1526","ASV_3965"
"1527","ASV_3973"
"1528","ASV_3984"
"1529","ASV_3987"
"1530","ASV_3989"
"1531","ASV_3990"
"1532","ASV_3995"
"1533","ASV_4000"
"1534","ASV_4001"
"1535","ASV_4004"
"1536","ASV_4005"
"1537","ASV_4006"
"1538","ASV_4012"
"1539","ASV_4017"
"1540","ASV_4022"
"1541","ASV_4037"
"1542","ASV_4038"
"1543","ASV_4039"
"1544","ASV_4052"
"1545","ASV_4073"
"1546","ASV_4074"
"1547","ASV_4078"
"1548","ASV_4080"
"1549","ASV_4083"
"1550","ASV_4090"
"1551","ASV_4095"
"1552","ASV_4096"
"1553","ASV_4099"
"1554","ASV_4119"
"1555","ASV_4126"
"1556","ASV_4132"
"1557","ASV_4138"
"1558","ASV_4139"
"1559","ASV_4147"
"1560","ASV_4156"
"1561","ASV_4157"
"1562","ASV_4162"
"1563","ASV_4167"
"1564","ASV_4171"
"1565","ASV_4179"
"1566","ASV_4183"
"1567","ASV_4185"
"1568","ASV_4188"
"1569","ASV_4198"
"1570","ASV_4200"
"1571","ASV_4207"
"1572","ASV_4210"
"1573","ASV_4214"
"1574","ASV_4219"
"1575","ASV_4224"
"1576","ASV_4230"
"1577","ASV_4233"
"1578","ASV_4238"
"1579","ASV_4242"
"1580","ASV_4245"
"1581","ASV_4256"
"1582","ASV_4263"
"1583","ASV_4264"
"1584","ASV_4271"
"1585","ASV_4276"
"1586","ASV_4277"
"1587","ASV_4285"
"1588","ASV_4287"
"1589","ASV_4289"
"1590","ASV_4293"
"1591","ASV_4297"
"1592","ASV_4305"
"1593","ASV_4306"
"1594","ASV_4308"
"1595","ASV_4312"
"1596","ASV_4315"
"1597","ASV_4318"
"1598","ASV_4324"
"1599","ASV_4325"
"1600","ASV_4333"
"1601","ASV_4340"
"1602","ASV_4342"
"1603","ASV_4345"
"1604","ASV_4346"
"1605","ASV_4347"
"1606","ASV_4348"
"1607","ASV_4355"
"1608","ASV_4361"
"1609","ASV_4362"
"1610","ASV_4364"
"1611","ASV_4366"
"1612","ASV_4367"
"1613","ASV_4368"
"1614","ASV_4370"
"1615","ASV_4378"
"1616","ASV_4381"
"1617","ASV_4382"
"1618","ASV_4390"
"1619","ASV_4393"
"1620","ASV_4395"
"1621","ASV_4399"
"1622","ASV_4402"
"1623","ASV_4418"
"1624","ASV_4427"
"1625","ASV_4428"
"1626","ASV_4434"
"1627","ASV_4442"
"1628","ASV_4445"
"1629","ASV_4451"
"1630","ASV_4452"
"1631","ASV_4453"
"1632","ASV_4460"
"1633","ASV_4469"
"1634","ASV_4471"
"1635","ASV_4478"
"1636","ASV_4483"
"1637","ASV_4484"
"1638","ASV_4488"
"1639","ASV_4489"
"1640","ASV_4492"
"1641","ASV_4502"
"1642","ASV_4505"
"1643","ASV_4510"
"1644","ASV_4511"
"1645","ASV_4512"
"1646","ASV_4514"
"1647","ASV_4515"
"1648","ASV_4516"
"1649","ASV_4519"
"1650","ASV_4522"
"1651","ASV_4525"
"1652","ASV_4527"
"1653","ASV_4529"
"1654","ASV_4530"
"1655","ASV_4531"
"1656","ASV_4539"
"1657","ASV_4543"
"1658","ASV_4556"
"1659","ASV_4560"
"1660","ASV_4566"
"1661","ASV_4571"
"1662","ASV_4576"
"1663","ASV_4579"
"1664","ASV_4583"
"1665","ASV_4586"
"1666","ASV_4588"
"1667","ASV_4589"
"1668","ASV_4591"
"1669","ASV_4595"
"1670","ASV_4597"
"1671","ASV_4599"
"1672","ASV_4615"
"1673","ASV_4618"
"1674","ASV_4626"
"1675","ASV_4631"
"1676","ASV_4632"
"1677","ASV_4643"
"1678","ASV_4645"
"1679","ASV_4647"
"1680","ASV_4651"
"1681","ASV_4656"
"1682","ASV_4658"
"1683","ASV_4659"
"1684","ASV_4660"
"1685","ASV_4662"
"1686","ASV_4663"
"1687","ASV_4666"
"1688","ASV_4669"
"1689","ASV_4670"
"1690","ASV_4673"
"1691","ASV_4674"
"1692","ASV_4675"
"1693","ASV_4679"
"1694","ASV_4680"
"1695","ASV_4681"
"1696","ASV_4687"
"1697","ASV_4693"
"1698","ASV_4696"
"1699","ASV_4706"
"1700","ASV_4707"
"1701","ASV_4711"
"1702","ASV_4713"
"1703","ASV_4720"
"1704","ASV_4721"
"1705","ASV_4724"
"1706","ASV_4729"
"1707","ASV_4730"
"1708","ASV_4732"
"1709","ASV_4734"
"1710","ASV_4744"
"1711","ASV_4745"
"1712","ASV_4747"
"1713","ASV_4748"
"1714","ASV_4750"
"1715","ASV_4752"
"1716","ASV_4763"
"1717","ASV_4766"
"1718","ASV_4771"
"1719","ASV_4772"
"1720","ASV_4774"
"1721","ASV_4775"
"1722","ASV_4776"
"1723","ASV_4779"
"1724","ASV_4786"
"1725","ASV_4787"
"1726","ASV_4788"
"1727","ASV_4789"
"1728","ASV_4791"
"1729","ASV_4792"
"1730","ASV_4793"
"1731","ASV_4796"
"1732","ASV_4801"
"1733","ASV_4802"
"1734","ASV_4809"
"1735","ASV_4810"
"1736","ASV_4813"
"1737","ASV_4815"
"1738","ASV_4816"
"1739","ASV_4817"
"1740","ASV_4819"
"1741","ASV_4821"
"1742","ASV_4826"
"1743","ASV_4827"
"1744","ASV_4828"
"1745","ASV_4834"
"1746","ASV_4840"
"1747","ASV_4841"
"1748","ASV_4848"
"1749","ASV_4849"
"1750","ASV_4850"
"1751","ASV_4854"
"1752","ASV_4855"
"1753","ASV_4857"
"1754","ASV_4861"
"1755","ASV_4866"
"1756","ASV_4870"
"1757","ASV_4878"
"1758","ASV_4880"
"1759","ASV_4881"
"1760","ASV_4886"
"1761","ASV_4892"
"1762","ASV_4894"
"1763","ASV_4895"
"1764","ASV_4897"
"1765","ASV_4898"
"1766","ASV_4913"
"1767","ASV_4919"
"1768","ASV_4923"
"1769","ASV_4925"
"1770","ASV_4930"
"1771","ASV_4934"
"1772","ASV_4944"
"1773","ASV_4948"
"1774","ASV_4949"
"1775","ASV_4950"
"1776","ASV_4958"
"1777","ASV_4959"
"1778","ASV_4964"
"1779","ASV_4966"
"1780","ASV_4973"
"1781","ASV_4974"
"1782","ASV_4976"
"1783","ASV_4977"
"1784","ASV_4980"
"1785","ASV_4981"
"1786","ASV_4982"
"1787","ASV_4984"
"1788","ASV_4987"
"1789","ASV_4988"
"1790","ASV_4991"
"1791","ASV_5000"
"1792","ASV_5009"
"1793","ASV_5012"
"1794","ASV_5013"
"1795","ASV_5021"
"1796","ASV_5022"
"1797","ASV_5023"
"1798","ASV_5024"
"1799","ASV_5025"
"1800","ASV_5026"
"1801","ASV_5027"
"1802","ASV_5033"
"1803","ASV_5036"
"1804","ASV_5039"
"1805","ASV_5043"
"1806","ASV_5049"
"1807","ASV_5050"
"1808","ASV_5051"
"1809","ASV_5054"
"1810","ASV_5055"
"1811","ASV_5057"
"1812","ASV_5060"
"1813","ASV_5062"
"1814","ASV_5066"
"1815","ASV_5069"
"1816","ASV_5070"
"1817","ASV_5080"
"1818","ASV_5083"
"1819","ASV_5085"
"1820","ASV_5092"
"1821","ASV_5093"
"1822","ASV_5095"
"1823","ASV_5097"
"1824","ASV_5100"
"1825","ASV_5105"
"1826","ASV_5106"
"1827","ASV_5114"
"1828","ASV_5116"
"1829","ASV_5118"
"1830","ASV_5119"
"1831","ASV_5123"
"1832","ASV_5126"
"1833","ASV_5128"
"1834","ASV_5129"
"1835","ASV_5135"
"1836","ASV_5137"
"1837","ASV_5155"
"1838","ASV_5159"
"1839","ASV_5160"
"1840","ASV_5161"
"1841","ASV_5162"
"1842","ASV_5171"
"1843","ASV_5174"
"1844","ASV_5180"
"1845","ASV_5182"
"1846","ASV_5184"
"1847","ASV_5185"
"1848","ASV_5186"
"1849","ASV_5188"
"1850","ASV_5191"
"1851","ASV_5196"
"1852","ASV_5205"
"1853","ASV_5206"
"1854","ASV_5212"
"1855","ASV_5219"
"1856","ASV_5220"
"1857","ASV_5221"
"1858","ASV_5222"
"1859","ASV_5223"
"1860","ASV_5224"
"1861","ASV_5226"
"1862","ASV_5233"
"1863","ASV_5234"
"1864","ASV_5235"
"1865","ASV_5240"
"1866","ASV_5242"
"1867","ASV_5243"
"1868","ASV_5248"
"1869","ASV_5250"
"1870","ASV_5254"
"1871","ASV_5256"
"1872","ASV_5265"
"1873","ASV_5267"
"1874","ASV_5285"
"1875","ASV_5287"
"1876","ASV_5291"
"1877","ASV_5292"
"1878","ASV_5293"
"1879","ASV_5297"
"1880","ASV_5301"
"1881","ASV_5303"
"1882","ASV_5307"
"1883","ASV_5308"
"1884","ASV_5311"
"1885","ASV_5313"
"1886","ASV_5314"
"1887","ASV_5317"
"1888","ASV_5320"
"1889","ASV_5321"
"1890","ASV_5323"
"1891","ASV_5326"
"1892","ASV_5329"
"1893","ASV_5330"
"1894","ASV_5333"
"1895","ASV_5335"
"1896","ASV_5337"
"1897","ASV_5338"
"1898","ASV_5340"
"1899","ASV_5343"
"1900","ASV_5346"
"1901","ASV_5347"
"1902","ASV_5351"
"1903","ASV_5352"
"1904","ASV_5353"
"1905","ASV_5355"
"1906","ASV_5356"
"1907","ASV_5364"
"1908","ASV_5365"
"1909","ASV_5366"
"1910","ASV_5367"
"1911","ASV_5368"
"1912","ASV_5370"
"1913","ASV_5371"
"1914","ASV_5375"
"1915","ASV_5378"
"1916","ASV_5382"
"1917","ASV_5387"
"1918","ASV_5396"
"1919","ASV_5400"
"1920","ASV_5401"
"1921","ASV_5412"
"1922","ASV_5414"
"1923","ASV_5418"
"1924","ASV_5425"
"1925","ASV_5430"
"1926","ASV_5432"
"1927","ASV_5435"
"1928","ASV_5436"
"1929","ASV_5441"
"1930","ASV_5442"
"1931","ASV_5443"
"1932","ASV_5446"
"1933","ASV_5448"
"1934","ASV_5449"
"1935","ASV_5456"
"1936","ASV_5458"
"1937","ASV_5462"
"1938","ASV_5466"
"1939","ASV_5476"
"1940","ASV_5477"
"1941","ASV_5483"
"1942","ASV_5485"
"1943","ASV_5487"
"1944","ASV_5488"
"1945","ASV_5489"
"1946","ASV_5492"
"1947","ASV_5493"
"1948","ASV_5496"
"1949","ASV_5498"
"1950","ASV_5500"
"1951","ASV_5504"
"1952","ASV_5513"
"1953","ASV_5514"
"1954","ASV_5518"
"1955","ASV_5520"
"1956","ASV_5522"
"1957","ASV_5525"
"1958","ASV_5526"
"1959","ASV_5527"
"1960","ASV_5528"
"1961","ASV_5538"
"1962","ASV_5540"
"1963","ASV_5541"
"1964","ASV_5545"
"1965","ASV_5559"
"1966","ASV_5562"
"1967","ASV_5565"
"1968","ASV_5568"
"1969","ASV_5570"
"1970","ASV_5571"
"1971","ASV_5572"
"1972","ASV_5574"
"1973","ASV_5576"
"1974","ASV_5578"
"1975","ASV_5583"
"1976","ASV_5590"
"1977","ASV_5593"
"1978","ASV_5596"
"1979","ASV_5612"
"1980","ASV_5613"
"1981","ASV_5616"
"1982","ASV_5618"
"1983","ASV_5619"
"1984","ASV_5620"
"1985","ASV_5625"
"1986","ASV_5626"
"1987","ASV_5628"
"1988","ASV_5633"
"1989","ASV_5634"
"1990","ASV_5636"
"1991","ASV_5637"
"1992","ASV_5638"
"1993","ASV_5639"
"1994","ASV_5643"
"1995","ASV_5644"
"1996","ASV_5645"
"1997","ASV_5647"
"1998","ASV_5649"
"1999","ASV_5662"
"2000","ASV_5664"
"2001","ASV_5667"
"2002","ASV_5668"
"2003","ASV_5669"
"2004","ASV_5671"
"2005","ASV_5673"
"2006","ASV_5675"
"2007","ASV_5676"
"2008","ASV_5684"
"2009","ASV_5686"
"2010","ASV_5687"
"2011","ASV_5689"
"2012","ASV_5692"
"2013","ASV_5693"
"2014","ASV_5698"
"2015","ASV_5702"
"2016","ASV_5722"
"2017","ASV_5723"
"2018","ASV_5725"
"2019","ASV_5728"
"2020","ASV_5732"
"2021","ASV_5734"
"2022","ASV_5738"
"2023","ASV_5739"
"2024","ASV_5740"
"2025","ASV_5741"
"2026","ASV_5743"
"2027","ASV_5746"
"2028","ASV_5749"
"2029","ASV_5751"
"2030","ASV_5752"
"2031","ASV_5756"
"2032","ASV_5767"
"2033","ASV_5780"
"2034","ASV_5781"
"2035","ASV_5784"
"2036","ASV_5789"
"2037","ASV_5790"
"2038","ASV_5792"
"2039","ASV_5793"
"2040","ASV_5795"
"2041","ASV_5796"
"2042","ASV_5797"
"2043","ASV_5798"
"2044","ASV_5808"
"2045","ASV_5815"
"2046","ASV_5821"
"2047","ASV_5825"
"2048","ASV_5826"
"2049","ASV_5827"
"2050","ASV_5829"
"2051","ASV_5830"
"2052","ASV_5832"
"2053","ASV_5833"
"2054","ASV_5835"
"2055","ASV_5836"
"2056","ASV_5838"
"2057","ASV_5839"
"2058","ASV_5841"
"2059","ASV_5845"
"2060","ASV_5846"
"2061","ASV_5851"
"2062","ASV_5853"
"2063","ASV_5854"
"2064","ASV_5857"
"2065","ASV_5858"
"2066","ASV_5861"
"2067","ASV_5869"
"2068","ASV_5875"
"2069","ASV_5876"
"2070","ASV_5879"
"2071","ASV_5881"
"2072","ASV_5885"
"2073","ASV_5889"
"2074","ASV_5890"
"2075","ASV_5893"
"2076","ASV_5894"
"2077","ASV_5897"
"2078","ASV_5902"
"2079","ASV_5906"
"2080","ASV_5908"
"2081","ASV_5909"
"2082","ASV_5910"
"2083","ASV_5914"
"2084","ASV_5915"
"2085","ASV_5918"
"2086","ASV_5919"
"2087","ASV_5926"
"2088","ASV_5933"
"2089","ASV_5934"
"2090","ASV_5938"
"2091","ASV_5939"
"2092","ASV_5941"
"2093","ASV_5944"
"2094","ASV_5949"
"2095","ASV_5950"
"2096","ASV_5951"
"2097","ASV_5955"
"2098","ASV_5956"
"2099","ASV_5957"
"2100","ASV_5959"
"2101","ASV_5960"
"2102","ASV_5965"
"2103","ASV_5969"
"2104","ASV_5973"
"2105","ASV_5974"
"2106","ASV_5975"
"2107","ASV_5976"
"2108","ASV_5977"
"2109","ASV_5979"
"2110","ASV_5981"
"2111","ASV_5986"
"2112","ASV_5987"
"2113","ASV_5994"
"2114","ASV_5996"
"2115","ASV_5997"
"2116","ASV_5999"
"2117","ASV_6000"
"2118","ASV_6001"
"2119","ASV_6008"
"2120","ASV_6009"
"2121","ASV_6012"
"2122","ASV_6013"
"2123","ASV_6014"
"2124","ASV_6015"
"2125","ASV_6016"
"2126","ASV_6020"
"2127","ASV_6021"
"2128","ASV_6025"
"2129","ASV_6028"
"2130","ASV_6029"
"2131","ASV_6032"
"2132","ASV_6037"
"2133","ASV_6038"
"2134","ASV_6040"
"2135","ASV_6049"
"2136","ASV_6050"
"2137","ASV_6052"
"2138","ASV_6053"
"2139","ASV_6055"
"2140","ASV_6056"
"2141","ASV_6057"
"2142","ASV_6058"
"2143","ASV_6059"
"2144","ASV_6060"
"2145","ASV_6061"
"2146","ASV_6064"
"2147","ASV_6065"
"2148","ASV_6066"
"2149","ASV_6069"
"2150","ASV_6071"
"2151","ASV_6072"
"2152","ASV_6073"
"2153","ASV_6075"
"2154","ASV_6078"
"2155","ASV_6079"
"2156","ASV_6080"
"2157","ASV_6084"
"2158","ASV_6087"
"2159","ASV_6089"
"2160","ASV_6090"
"2161","ASV_6100"
"2162","ASV_6103"
"2163","ASV_6104"
"2164","ASV_6106"
"2165","ASV_6108"
"2166","ASV_6109"
"2167","ASV_6110"
"2168","ASV_6113"
"2169","ASV_6117"
"2170","ASV_6118"
"2171","ASV_6119"
"2172","ASV_6122"
"2173","ASV_6125"
"2174","ASV_6127"
"2175","ASV_6128"
"2176","ASV_6129"
"2177","ASV_6132"
"2178","ASV_6136"
"2179","ASV_6138"
"2180","ASV_6144"
"2181","ASV_6145"
"2182","ASV_6152"
"2183","ASV_6153"
"2184","ASV_6158"
"2185","ASV_6159"
"2186","ASV_6160"
"2187","ASV_6163"
"2188","ASV_6165"
"2189","ASV_6169"
"2190","ASV_6172"
"2191","ASV_6173"
"2192","ASV_6174"
"2193","ASV_6175"
"2194","ASV_6177"
"2195","ASV_6180"
"2196","ASV_6181"
"2197","ASV_6183"
"2198","ASV_6184"
"2199","ASV_6185"
"2200","ASV_6207"
"2201","ASV_6212"
"2202","ASV_6221"
"2203","ASV_6228"
"2204","ASV_6231"
"2205","ASV_6235"
"2206","ASV_6236"
"2207","ASV_6238"
"2208","ASV_6244"
"2209","ASV_6245"
"2210","ASV_6246"
"2211","ASV_6247"
"2212","ASV_6248"
"2213","ASV_6250"
"2214","ASV_6251"
"2215","ASV_6252"
"2216","ASV_6255"
"2217","ASV_6256"
"2218","ASV_6260"
"2219","ASV_6268"
"2220","ASV_6270"
"2221","ASV_6271"
"2222","ASV_6273"
"2223","ASV_6276"
"2224","ASV_6294"
"2225","ASV_6295"
"2226","ASV_6299"
"2227","ASV_6301"
"2228","ASV_6302"
"2229","ASV_6304"
"2230","ASV_6305"
"2231","ASV_6306"
"2232","ASV_6308"
"2233","ASV_6317"
"2234","ASV_6319"
"2235","ASV_6321"
"2236","ASV_6325"
"2237","ASV_6326"
"2238","ASV_6328"
"2239","ASV_6330"
"2240","ASV_6331"
"2241","ASV_6332"
"2242","ASV_6333"
"2243","ASV_6334"
"2244","ASV_6335"
"2245","ASV_6336"
"2246","ASV_6338"
"2247","ASV_6339"
"2248","ASV_6340"
"2249","ASV_6344"
"2250","ASV_6348"
"2251","ASV_6349"
"2252","ASV_6350"
"2253","ASV_6351"
"2254","ASV_6353"
"2255","ASV_6355"
"2256","ASV_6361"
"2257","ASV_6363"
"2258","ASV_6379"
"2259","ASV_6380"
"2260","ASV_6383"
"2261","ASV_6385"
"2262","ASV_6386"
"2263","ASV_6388"
"2264","ASV_6389"
"2265","ASV_6390"
"2266","ASV_6395"
"2267","ASV_6398"
"2268","ASV_6399"
"2269","ASV_6403"
"2270","ASV_6404"
"2271","ASV_6405"
"2272","ASV_6407"
"2273","ASV_6409"
"2274","ASV_6413"
"2275","ASV_6414"
"2276","ASV_6415"
"2277","ASV_6416"
"2278","ASV_6418"
"2279","ASV_6419"
"2280","ASV_6420"
"2281","ASV_6423"
"2282","ASV_6427"
"2283","ASV_6428"
"2284","ASV_6429"
"2285","ASV_6430"
"2286","ASV_6431"
"2287","ASV_6432"
"2288","ASV_6433"
"2289","ASV_6439"
"2290","ASV_6441"
"2291","ASV_6442"
"2292","ASV_6445"
"2293","ASV_6451"
"2294","ASV_6452"
"2295","ASV_6458"
"2296","ASV_6459"
"2297","ASV_6461"
"2298","ASV_6464"
"2299","ASV_6465"
"2300","ASV_6466"
"2301","ASV_6467"
"2302","ASV_6471"
"2303","ASV_6474"
"2304","ASV_6480"
"2305","ASV_6485"
"2306","ASV_6486"
"2307","ASV_6490"
"2308","ASV_6491"
"2309","ASV_6492"
"2310","ASV_6494"
"2311","ASV_6498"
"2312","ASV_6506"
"2313","ASV_6508"
"2314","ASV_6509"
"2315","ASV_6513"
"2316","ASV_6515"
"2317","ASV_6516"
"2318","ASV_6519"
"2319","ASV_6523"
"2320","ASV_6535"
"2321","ASV_6538"
"2322","ASV_6539"
"2323","ASV_6540"
"2324","ASV_6544"
"2325","ASV_6547"
"2326","ASV_6549"
"2327","ASV_6553"
"2328","ASV_6554"
"2329","ASV_6555"
"2330","ASV_6561"
"2331","ASV_6562"
"2332","ASV_6564"
"2333","ASV_6565"
"2334","ASV_6566"
"2335","ASV_6569"
"2336","ASV_6570"
"2337","ASV_6572"
"2338","ASV_6573"
"2339","ASV_6574"
"2340","ASV_6580"
"2341","ASV_6583"
"2342","ASV_6584"
"2343","ASV_6587"
"2344","ASV_6591"
"2345","ASV_6592"
"2346","ASV_6593"
"2347","ASV_6601"
"2348","ASV_6603"
"2349","ASV_6606"
"2350","ASV_6607"
"2351","ASV_6609"
"2352","ASV_6611"
"2353","ASV_6612"
"2354","ASV_6614"
"2355","ASV_6615"
"2356","ASV_6616"
"2357","ASV_6618"
"2358","ASV_6619"
"2359","ASV_6622"
"2360","ASV_6625"
"2361","ASV_6627"
"2362","ASV_6630"
"2363","ASV_6634"
"2364","ASV_6635"
"2365","ASV_6637"
"2366","ASV_6638"
"2367","ASV_6639"
"2368","ASV_6640"
"2369","ASV_6641"
"2370","ASV_6650"
"2371","ASV_6652"
"2372","ASV_6662"
"2373","ASV_6663"
"2374","ASV_6664"
"2375","ASV_6666"
"2376","ASV_6670"
"2377","ASV_6671"
"2378","ASV_6672"
"2379","ASV_6677"
"2380","ASV_6681"
"2381","ASV_6689"
"2382","ASV_6690"
"2383","ASV_6691"
"2384","ASV_6693"
"2385","ASV_6695"
"2386","ASV_6696"
"2387","ASV_6698"
"2388","ASV_6701"
"2389","ASV_6702"
"2390","ASV_6705"
"2391","ASV_6706"
"2392","ASV_6708"
"2393","ASV_6713"
"2394","ASV_6719"
"2395","ASV_6721"
"2396","ASV_6723"
"2397","ASV_6726"
"2398","ASV_6727"
"2399","ASV_6728"
"2400","ASV_6730"
"2401","ASV_6731"
"2402","ASV_6732"
"2403","ASV_6733"
"2404","ASV_6744"
"2405","ASV_6750"
"2406","ASV_6751"
"2407","ASV_6754"
"2408","ASV_6755"
"2409","ASV_6758"
"2410","ASV_6759"
"2411","ASV_6762"
"2412","ASV_6774"
"2413","ASV_6775"
"2414","ASV_6777"
"2415","ASV_6781"
"2416","ASV_6789"
"2417","ASV_6792"
"2418","ASV_6795"
"2419","ASV_6796"
"2420","ASV_6797"
"2421","ASV_6799"
"2422","ASV_6803"
