"","tissue","model","waic","rmse","r2","auc"
"1","Leaf","Abundance",70.0369815876941,0.872886046613512,0.253601039348605,NA
"2","Leaf","Presence",71.7383768501298,0.295556124576288,NA,0.792279263662963
"3","Root","Abundance",344.997960781009,0.824886368257241,0.245224998989686,NA
"4","Root","Presence",118.319113838717,0.190743748877683,NA,0.806463825804059
"5","Soil","Abundance",177.869753973716,0.867590451487825,0.195741379159232,NA
"6","Soil","Presence",191.248146620508,0.233700738269412,NA,0.816514557812808
