"","sample.name.match","Site","SiteSamp","Axis1","MAP.mm","MAT.C","ph","P","Mn","Zn","TIN","doc","perc.C","perc.sand","perc.clay","max.height.m","stand.age.yrs.num"
"R100","R100","UCP-MXG-NCD","UCP-MXG-NCD-1",3.2113407070101,6.36386948930598,11.9544855994979,1.48531684698609,1.41504045018881,0.60181891422542,0.664198194407266,0.706615786826473,0.454619949740397,-1.45828781209915,0.437119759068016,-0.928110699237327,1.10240963855422,1.26631956334879
"R22","R22","CGF-MON-PRO","CGF-MON-PRO-6",3.9649611278953,6.0937909209952,11.7477564296688,2.23647604327666,1.02058079753525,0.856621667936277,0.896544275670403,0.807255164706908,0.837003555263714,-0.953474572437785,0.102107915492064,-0.163473524700533,1.35542168674699,0.884694439706475
"R114","R114","WBI-NRT-NCS","WBI-NRT-NCS-7",-1.89223591333511,7.0937909209952,12.1515959059777,1.93972179289026,1.54229196558638,0.52729030005333,0.714084108482477,0.783761392606022,0.3582744776003,-1.58755606816016,0.442976520083503,-0.978992571194109,1.45180722891566,0.798958690046365
"R40","R40","CRE-MXG-NCD","CRE-MXG-NCD-8",2.2795102551459,6.5048559580969,12.1274527780594,1.83616692426584,1.05000452332377,0.760175331701299,0.626197615963461,0.408192298105596,0.401586817214113,-1.46112412778001,0.203503728113535,-0.65102300623216,1.25903614457831,0.532639126697576
"R18","R18","CGF-MON-PRO","CGF-MON-PRO-2",5.04848356718426,6.0937909209952,11.7477564296688,2.15146831530139,1.1032922656704,0.801474979386928,0.854645010350665,0.834980936678094,0.910816876843505,-1.0092565720302,-0.000689345596492311,-0.259473426577927,1.12650602409639,0.884694439706475
"R76","R76","OTO-MON-NCD","OTO-MON-NCD-1",9.33919624100847,6.15206241815801,11.7211914054367,1.67697063369397,1.10674271752619,0.436313492551082,0.591653720363282,0.577403381615785,0.435619977286967,-1.55590002153648,0.197402311738573,-0.407919233205419,1.33734939759036,0.844213042232524
"R29","R29","CGF-MXG-PRO","CGF-MXG-PRO-5",10.1581295656187,6.0937909209952,11.7477564296688,1.6661514683153,1.06288619367372,0.928714433710264,0.755727797111368,0.550827293567771,0.169690894128103,-1.33238111588192,-0.238167346408172,-0.329341789206097,1.12650602409639,0.985499489933852
"R45","R45","CRE-MXT-NCD","CRE-MXT-NCD-5",5.10481804405646,6.5048559580969,12.1274527780594,1.75579598145286,0.916893509753674,0.967389580512913,0.747382052466327,0.455190351272304,0.518749173278795,-1.43377974169097,0.224335692922337,-0.434335536430832,1.13253012048193,0.618374876357686
"R69","R69","MHC-ONE-NCD","MHC-ONE-NCD-2",5.05586093220796,6.59013531209079,11.1515959059777,2.10819165378671,1.07391444553749,0.73820988103619,0.609233044817939,0.665453140067516,0.654793535278709,-1.27676366590394,0.204758442608659,-0.400409760832041,1.3855421686747,0.921314318110481
"R58","R58","LWR-BHO-NCS","LWR-BHO-NCS-2",4.05399750549773,6.41772151898735,11.8781392549521,1.76506955177743,1.49458998898257,0.627624713938171,0.751305462852154,0.613776025257616,0.31164282771922,-1.45268573732274,0.210706634630183,-0.614402592571398,1.44578313253012,0.954745647813834
"R93","R93","SFA-ONE-PRO","SFA-ONE-PRO-2",5.15784383522241,6.79550414666085,11.7477564296688,2.05873261205564,1.13503455359718,0.643073403378089,0.624337266613962,0.519920166506082,0.334356699257501,-1.31528172330855,0.284531093112869,-0.718504355519756,1.50602409638554,0.266319563348788
"R5","R5","BRF-ONE-COM","BRF-ONE-COM-5",-3.66678795347328,6.38007420340463,11.8781392549521,1.72488408037094,0.874986717665189,0.776387051746883,0.621298360148512,0.563612432574948,0.687334711913107,-1.56353804982719,0.242092832673673,-0.647404835664353,1.59638554216867,0.688426084465051
"R77","R77","OTO-MON-NCD","OTO-MON-NCD-2",-7.94607076283769,6.15206241815801,11.7211914054367,1.55332302936631,1.07513061264753,0.374770971499552,0.578983831337712,0.787892019411916,0.0547520082318904,-1.55969727946371,0.199093204083974,-0.416229781801072,1.19879518072289,0.844213042232524
"R26","R26","CGF-MXG-PRO","CGF-MXG-PRO-2",1.11400303164882,6.0937909209952,11.7477564296688,1.76352395672334,1.19220593162716,0.989547574517593,0.798408344408015,0.464059874774881,0.819454401831261,-1.22891436351083,-0.308497335715383,-0.294301304012102,1.20481927710843,0.985499489933852
"R62","R62","LWR-BHO-NCS","LWR-BHO-NCS-6",3.16225098043835,6.41772151898735,11.8781392549521,1.91499227202473,1.52443698931196,0.669568940931199,0.744531273066494,0.469510468620495,0.516791362872014,-1.30613932140101,0.361806192757728,-0.586095706435402,1.43373493975904,0.954745647813834
"R23","R23","CGF-MON-PRO","CGF-MON-PRO-7",5.31976174026068,6.0937909209952,11.7477564296688,2.0386398763524,0.963741392611977,0.814694648209554,0.755243381833277,0.382027939027551,0.963397671917934,-1.23326524674655,-0.124271210078283,-0.206851432465733,1.28915662650602,0.884694439706475
"R37","R37","CRE-MXG-NCD","CRE-MXG-NCD-5",3.722411861759,6.5048559580969,12.1274527780594,1.84853168469861,1.53070762747129,0.919262592811861,0.720618635079131,0.664371384700392,0.107968355888334,-1.60897774183961,0.594138778050963,-0.931243609729832,1.00602409638554,0.532639126697576
"R89","R89","OTO-MXT-NCD","OTO-MXT-NCD-6",-3.06258240698791,6.15206241815801,11.7211914054367,1.54868624420402,1.0727541783961,0.2588082496925,0.430241325815966,0.446784327342358,0.214343535379618,-1.57935716722952,0.181201040109711,-0.384770481770027,1.41566265060241,0.798958690046365
"R13","R13","CCR-ONE-NCD","CCR-ONE-NCD-5",-1.91342936578451,6.421977302488,11.9037411907642,1.88562596599691,1.52109983491251,0.716170566988015,1.1370537073194,0.724412259899057,0.448853844010389,-1.49716384490267,0.535853409427204,-0.641437669068303,1.48795180722892,1.26631956334879
"R86","R86","OTO-MXT-NCD","OTO-MXT-NCD-3",6.28842825878024,6.15206241815801,11.7211914054367,1.60278207109737,1.22324496530886,0.21762324421571,0.411112307240701,0.349376408483195,0,-1.57935716722952,0.219049163091683,-0.422025095643932,1.40361445783133,0.798958690046365
"R103","R103","UCP-MXG-NCD","UCP-MXG-NCD-4",-4.0519562034772,6.36386948930598,11.9544855994979,1.56105100463678,1.58525557786603,0.498208094239425,0.744531273066494,0.502905884768339,0.196859178752383,-1.45268573732274,0.457526370148343,-0.745897324288043,1.18072289156627,1.26631956334879
"R101","R101","UCP-MXG-NCD","UCP-MXG-NCD-2",-10.981909140082,6.36386948930598,11.9544855994979,1.58578052550232,1.3735019890859,0.484284209860825,0.585099548090556,0.49428736416729,0.344218535298301,-1.51008882520875,0.517854367696617,-0.744681433135668,1.24096385542169,1.26631956334879
"R36","R36","CRE-MXG-NCD","CRE-MXG-NCD-4",-1.54656653186011,6.5048559580969,12.1274527780594,1.63987635239567,1.54546522396659,0.98012112281972,0.719629201165959,0.351226639006953,0.427497105622156,-1.59596086333105,0.549262742943022,-1.04430188828747,0.698795180722892,0.532639126697576
"R17","R17","CGF-MON-PRO","CGF-MON-PRO-1",1.91097002197062,6.0937909209952,11.7477564296688,2.04173106646059,1.10957959885521,0.702943276280126,0.818816248055189,0.542261654383875,0.933217250789512,-1.19990032167268,-0.152394896400744,-0.0493934277878228,1.36746987951807,0.884694439706475
"R64","R64","LWR-BHO-NCS","LWR-BHO-NCS-8",4.12489535915476,6.41772151898735,11.8781392549521,1.89799072642968,1.59562580889934,0.63659148272903,0.702010899302071,0.380760871171047,0.355639902673242,-1.4234330824518,0.293567902245182,-0.555945978869975,1.25301204819277,0.954745647813834
"R20","R20","CGF-MON-PRO","CGF-MON-PRO-4",5.73657257038502,6.0937909209952,11.7477564296688,2.10664605873261,0.886680084476143,0.685545247639737,0.699692815218754,0.779578334310701,0.859693282719204,-1.13812469572502,-0.0869208888243822,-0.111367256507699,1.03614457831325,0.884694439706475
"R106","R106","UCP-MXG-NCD","UCP-MXG-NCD-7",-12.2611608150137,6.36386948930598,11.9544855994979,1.62132921174652,1.56172749286926,0.616482543106454,0.69639737920981,0.753705749896709,0.75621084576657,-1.43907432756424,0.473273019724443,-0.928104171354021,1.48795180722892,1.26631956334879
"R94","R94","SFA-ONE-PRO","SFA-ONE-PRO-3",-6.27160006188472,6.79550414666085,11.7477564296688,1.82998454404946,1.31557078406622,0.59970093258529,0.459273177167959,0.342036092128897,0.352943764969278,-1.57135423579776,0.394191849868548,-1.03856206503094,1.5421686746988,0.266319563348788
"R7","R7","BRF-ONE-COM","BRF-ONE-COM-7",-10.1766863598498,6.38007420340463,11.8781392549521,1.71715610510046,0.812068273942709,0.789374292134582,0.54325124759426,0.48411528419441,0.427567781624612,-1.56742335057519,0.341481999910786,-0.768552010030669,1.69879518072289,0.688426084465051
"R99","R99","SFA-ONE-PRO","SFA-ONE-PRO-8",1.86613339523463,6.79550414666085,11.7477564296688,1.82071097372488,1.20146622270405,0.600814413887694,0.505110736677017,0.422968984325342,0.338338304347756,-1.54475965134378,0.40432324683171,-0.827466114534123,1.4578313253012,0.266319563348788
"R31","R31","CGF-MXG-PRO","CGF-MXG-PRO-7",-0.188098156919363,6.0937909209952,11.7477564296688,1.65842349304482,1.17047269240478,0.953371469780102,0.759213970633437,0.883831092964417,0.74101151000428,-1.33238111588192,-0.240086482822966,-0.300932689862492,1.09638554216867,0.985499489933852
"R15","R15","CCR-ONE-NCD","CCR-ONE-NCD-7",5.05999615888761,6.421977302488,11.9037411907642,1.79907264296754,1.63017408478631,0.80061439981543,1.23526313453883,1.03342612352535,0.519996465271358,-1.44445322412721,0.464481403734994,-0.631163532358903,1.40361445783133,1.26631956334879
"R92","R92","SFA-ONE-PRO","SFA-ONE-PRO-1",5.63366499220499,6.79550414666085,11.7477564296688,2.00927357032457,1.01858681500973,0.555192984235506,0.439127377877221,0.351920372453647,0.114392634495433,-1.54843214219637,0.369231746834245,-0.89430418128811,1.35542168674699,0.266319563348788
"R35","R35","CRE-MXG-NCD","CRE-MXG-NCD-3",3.74646800157338,6.5048559580969,12.1274527780594,1.61205564142195,1.60089828738248,1.03330667148945,0.760267833490772,0.58489667399511,0.443687309193156,-1.6045822510072,0.526781915490968,-1.04939342778782,0.789156626506024,0.532639126697576
"R71","R71","MHC-ONE-NCD","MHC-ONE-NCD-4",4.43595242348592,6.59013531209079,11.1515959059777,2.12673879443586,0.902269907778054,0.769597510138193,0.616417781019088,0.633432699223135,0.647253918934381,-1.38042845664587,-0.0359976681293653,-0.280353015130567,1.32530120481928,0.921314318110481
"R85","R85","OTO-MXT-NCD","OTO-MXT-NCD-2",-11.2501289352999,6.15206241815801,11.7211914054367,1.67851622874807,1.23007203976432,0.302423491696758,0.426795573746664,0.32543407636174,0.269265354117535,-1.58755606816016,0.146759216579349,-0.389432847261071,1.10843373493976,0.798958690046365
"R44","R44","CRE-MXT-NCD","CRE-MXT-NCD-4",4.63993037458314,6.5048559580969,12.1274527780594,1.80834621329212,1.48948007015294,1.0069126259289,0.663391163759685,0.443663771477009,0.126183283940609,-1.63663845399496,0.420878780260317,-0.556449071518142,1.16867469879518,0.618374876357686
"R50","R50","LCO-MXT-COM","LCO-MXT-COM-2",11.0444732808627,6.8711807071148,12.1274527780594,1.31839258114374,1.04181538974414,0.128171061016245,0.333249216493652,0.840960443317211,0.885522630513,-1.03570972450672,0.240179737799594,-0.768420335728118,1.31927710843373,0.884694439706475
"R54","R54","LCO-MXT-COM","LCO-MXT-COM-6",10.5164419246914,6.8711807071148,12.1274527780594,1.25656877897991,0.917586905743683,0.152061919937964,0.277320056045049,1.19594176591687,0.843931991271276,-0.770939963448061,-0.0297835353335638,-0.399215252284404,1.19879518072289,0.884694439706475
"R84","R84","OTO-MXT-NCD","OTO-MXT-NCD-1",4.61499604596629,6.15206241815801,11.7211914054367,1.73724884080371,1.12734895212733,0.459492815357664,0.513198624959495,0.712097563996058,0.19044284454253,-1.47866218964788,0.113590616938713,-0.384452421648936,1.19277108433735,0.798958690046365
"R1","R1","BRF-ONE-COM","BRF-ONE-COM-1",-4.0673661341024,6.38007420340463,11.8781392549521,1.68624420401855,0.94981980970931,0.788064660647567,0.60494951482365,0.657539397264755,0.298191558867773,-1.52697696476625,0.291921191614349,-0.738684142712119,1.46385542168675,0.688426084465051
"R51","R51","LCO-MXT-COM","LCO-MXT-COM-3",-0.866007426095785,6.8711807071148,12.1274527780594,1.3693972179289,0.917899043221523,0.121988474679325,0.249862568498732,0.673230209130503,0.680308317507604,-1.03989305998527,0.037730686677307,-0.5879443152732,0.933734939759036,0.884694439706475
"R111","R111","WBI-NRT-NCS","WBI-NRT-NCS-4",2.26435995143562,7.0937909209952,12.1515959059777,2.04636785162287,1.59617600046969,0.603488872714008,0.811195087314906,0.871638012365483,0.0116834720792919,-1.48471712508697,0.303510363326457,-0.977394834731604,1.53012048192771,0.798958690046365
"R80","R80","OTO-MON-NCD","OTO-MON-NCD-5",4.61388702703567,6.15206241815801,11.7211914054367,1.69706336939722,1.05064023767216,0.484752258292666,0.621883665596471,0.654654964436339,0.0227609462479778,-1.56742335057519,0.235548466160222,-0.420396768462139,1.41566265060241,0.844213042232524
"R107","R107","UCP-MXG-NCD","UCP-MXG-NCD-8",4.19913815315522,6.36386948930598,11.9544855994979,1.60432766615147,1.45197208400828,0.446590268629798,0.598344711554466,0.631958263107985,0.551319045769454,-1.57135423579776,0.45315613156949,-0.925594439399293,1.24096385542169,1.26631956334879
"R75","R75","MHC-ONE-NCD","MHC-ONE-NCD-8",-0.131724158848414,6.59013531209079,11.1515959059777,1.98299845440495,1.27329046310322,0.833990774897301,0.643776940418118,0.673118944826966,0.564587286449835,-1.22037355611749,0.0119026161917324,-0.340192083790659,1.56626506024096,0.921314318110481
"R60","R60","LWR-BHO-NCS","LWR-BHO-NCS-4",6.31414968642141,6.41772151898735,11.8781392549521,1.84234930448223,1.44743629357947,0.560319809264026,0.752619161348972,0.899205019225699,0.415070026242761,-1.37376282362085,0.258449371750345,-0.734728672110066,1.39156626506024,0.954745647813834
"R34","R34","CRE-MXG-NCD","CRE-MXG-NCD-2",4.84089016945953,6.5048559580969,12.1274527780594,1.75579598145286,1.49923241972703,1.1023660620684,0.76835572177325,0.386605200649789,0.276197965775395,-1.62252197105762,0.494055695206211,-0.896528872986549,0.867469879518072,0.532639126697576
"R88","R88","OTO-MXT-NCD","OTO-MXT-NCD-5",2.55262901035212,6.15206241815801,11.7211914054367,1.55950540958269,1.16344392823574,0.334922464413522,0.462393332204177,0.386574135404675,0.200920165089392,-1.58755606816016,0.226638064637781,-0.43498428307157,1.34939759036145,0.798958690046365
"R14","R14","CCR-ONE-NCD","CCR-ONE-NCD-6",5.26978712627597,6.421977302488,11.9037411907642,2.11901081916538,1.32892156069563,0.553813090747385,1.0202977041509,0.643166635557139,0,-1.68853582575411,0.574556712867442,-0.635655053189392,1.57228915662651,1.26631956334879
"R9","R9","CCR-ONE-NCD","CCR-ONE-NCD-1",2.88223278942594,6.421977302488,11.9037411907642,2.09582689335394,1.54665750288853,0.735498677051677,1.1563941586091,0.76211848677155,0.294465014391926,-1.50034881904647,0.514103704482107,-0.594844722070671,1.62048192771084,1.26631956334879
"R49","R49","LCO-MXT-COM","LCO-MXT-COM-1",9.61780753928025,6.8711807071148,12.1274527780594,1.32921174652241,1.07354395200672,0.154606026824338,0.369371811682024,0.874092163698529,0.723329959374409,-1.0258641402275,0.0576450254865492,-0.683109922738476,1.26506024096386,0.884694439706475
"R68","R68","MHC-ONE-NCD","MHC-ONE-NCD-1",-1.32235532272564,6.59013531209079,11.1515959059777,1.86707882534776,1.03327700469201,0.672782417199149,0.464289286864229,0.495892563602425,0.673084726638382,-1.38952459891317,0.0727985332476886,-0.299064348068212,1.32530120481928,0.921314318110481
"R78","R78","OTO-MON-NCD","OTO-MON-NCD-3",5.75736075054069,6.15206241815801,11.7211914054367,1.65996908809892,1.03519060630176,0.355892002251724,0.550203741651779,0.699377113303928,0.173566664688621,-1.66157900761823,0.19410897133127,-0.380259757746722,1.3855421686747,0.844213042232524
"R32","R32","CGF-MXG-PRO","CGF-MXG-PRO-8",1.97031958980475,6.0937909209952,11.7477564296688,1.70633693972179,1.22148744278723,1.00339339838159,0.767953435848155,0.557785946761354,0.786653304592654,-1.30613932140101,-0.144097317546875,-0.328437400896416,1.31325301204819,0.985499489933852
"R47","R47","CRE-MXT-NCD","CRE-MXT-NCD-7",1.11766270973954,6.5048559580969,12.1274527780594,1.62751159196291,1.46545671725681,0.977003318622296,0.562183453911088,0.579519729459838,0.535352064177724,-1.61794597545618,0.390215673839512,-0.527835509756615,0.843373493975904,0.618374876357686
"R113","R113","WBI-NRT-NCS","WBI-NRT-NCS-6",1.51312110421242,7.0937909209952,12.1515959059777,2.0015455950541,1.59740631508536,0.600234886435902,0.820644669961214,0.769488494650763,0,-1.51008882520875,0.356661936755123,-0.977134355094233,1.40963855421687,0.798958690046365
"R33","R33","CRE-MXG-NCD","CRE-MXG-NCD-1",-9.16020512729183,6.5048559580969,12.1274527780594,1.370942812983,1.63375873525624,0.988245608871008,0.640767066456705,0.480374489206712,0.537256319297825,-1.62252197105762,0.512415777830795,-0.889842779023454,1.06024096385542,0.532639126697576
"R90","R90","OTO-MXT-NCD","OTO-MXT-NCD-7",-2.81384039694236,6.15206241815801,11.7211914054367,1.62287480680062,1.07752859822066,0.202666753147165,0.433748067804186,0.40948906223707,0.5563654269607,-1.53045893190011,0.184463431088566,-0.337320758379411,1.3433734939759,0.798958690046365
"R53","R53","LCO-MXT-COM","LCO-MXT-COM-5",4.78319868265446,6.8711807071148,12.1274527780594,1.23647604327666,0.983181342852553,0.170669414442464,0.427284170171943,1.18588674964579,0.670183604283294,-0.780090953706647,0.100847676375976,-0.581767842360669,1.28313253012048,0.884694439706475
"R110","R110","WBI-NRT-NCS","WBI-NRT-NCS-3",2.50941548251461,7.0937909209952,12.1515959059777,2.00772797527048,1.50183528477377,0.583646957508623,0.78202498618406,0.879732608384184,0.361256046341694,-1.54475965134378,0.427470586117976,-0.931999721019094,1.63855421686747,0.798958690046365
"R105","R105","UCP-MXG-NCD","UCP-MXG-NCD-6",-6.14269810068232,6.36386948930598,11.9544855994979,1.46058732612056,1.68877492514203,0.556627679397185,0.660691452419047,0.69402209262244,0.689779388458121,-1.43641666343896,0.324571726244205,-0.81930318356254,1.59036144578313,1.26631956334879
"R74","R74","MHC-ONE-NCD","MHC-ONE-NCD-7",-3.14281898215684,6.59013531209079,11.1515959059777,1.97217928902627,1.21617852697149,0.805304406683924,0.615457402260101,0.328236411067023,0.536905912010364,-1.1907445663546,0.0330121414426412,-0.308872978078945,1.44578313253012,0.921314318110481
"R27","R27","CGF-MXG-PRO","CGF-MXG-PRO-3",3.00783446120959,6.0937909209952,11.7477564296688,1.64605873261206,1.29309598375071,0.960551846957127,0.795947123315905,0.466120869062795,0.687902030895577,-1.31900827419145,-0.226844558671546,-0.329721086651176,1.26506024096386,0.985499489933852
"R24","R24","CGF-MON-PRO","CGF-MON-PRO-8",3.91096980856615,6.0937909209952,11.7477564296688,2.10510046367852,1.06030025295369,0.921473749856205,0.834283437065711,0.735200834635073,0.789496971575922,-1.19857748343247,0.0543604891593539,-0.409055463190986,1.41566265060241,0.884694439706475
"R42","R42","CRE-MXT-NCD","CRE-MXT-NCD-2",1.50543952735334,6.5048559580969,12.1274527780594,1.78361669242658,1.39371042390848,1.02541848331969,0.595262070513142,0.530862863176285,0.346879638314341,-1.66679886240746,0.30834211289416,-0.508714598985724,1.32530120481928,0.618374876357686
"R21","R21","CGF-MON-PRO","CGF-MON-PRO-5",4.77902297379943,6.0937909209952,11.7477564296688,2.16383307573416,1.04978691682187,0.781533372730932,0.870684494351985,0.743681428722351,0.879130541242863,-1.05890334730735,-0.0931432452331859,-0.135381984884445,1.27710843373494,0.884694439706475
