"","sample.name.match","Site","SiteSamp","Axis1","MAP.mm","MAT.C","ph","P","Mn","Zn","TIN","doc","perc.C","perc.sand","perc.clay","max.height.m","stand.age.yrs.num"
"R28","R28","CGF-MXG-PRO","CGF-MXG-PRO-4",8.35482529076445,6.0937909209952,11.7477564296688,1.74497681607419,1.32023135253206,0.998376018600149,0.82705360880801,0.342832040612079,0.628411619277592,-1.32658562515459,-0.377840423205615,-0.283594839759282,1.24096385542169,0.985499489933852
"R11","R11","CCR-ONE-NCD","CCR-ONE-NCD-3",4.16762640244658,6.421977302488,11.9037411907642,2.16692426584235,1.36518468326746,0.60158373344392,1.10121797378834,0.831941391845462,0.261850503885915,-1.51008882520875,0.469871741122244,-0.584494897411808,1.43975903614458,1.26631956334879
"R73","R73","MHC-ONE-NCD","MHC-ONE-NCD-6",5.00201427378607,6.59013531209079,11.1515959059777,2.06027820710974,1.15446392156958,0.811380382148091,0.603694226041303,0.415186433621991,0.458766108249804,-1.25744480867269,-0.0244673960804771,-0.292731199660561,1.48192771084337,0.921314318110481
"R61","R61","LWR-BHO-NCS","LWR-BHO-NCS-5",2.79428496169151,6.41772151898735,11.8781392549521,1.92117465224111,1.54958043951368,0.648895005879433,0.733646022848473,0.433052964924824,0.512841334723122,-1.3483353590942,0.302364383601081,-0.542618766308601,1.52409638554217,0.954745647813834
"R57","R57","LWR-BHO-NCS","LWR-BHO-NCS-1",3.55967155425053,6.41772151898735,11.8781392549521,1.887171561051,1.5091255019719,0.625208432268148,0.66755633836104,0.440620087480929,0.131006982211887,-1.52353073289337,0.202022453963345,-0.623003860180166,1.37951807228916,0.954745647813834
"R98","R98","SFA-ONE-PRO","SFA-ONE-PRO-7",3.60118792462185,6.79550414666085,11.7477564296688,1.66924265842349,0.728752361702445,0.537250107477148,0.23526313453883,0.322648233254802,0.495315876783212,-1.463984500376,0.270509926410006,-0.5304980359353,1.32530120481928,0.266319563348788
"R3","R3","BRF-ONE-COM","BRF-ONE-COM-3",-5.6412596167523,6.38007420340463,11.8781392549521,1.79134466769706,0.853905651122938,0.738267460837545,0.588200644327277,0.652354316711664,0.535710367879529,-1.44717514765901,0.231291500689088,-0.641335980861443,1.42168674698795,0.688426084465051
"R95","R95","SFA-ONE-PRO","SFA-ONE-PRO-4",-10.5012304069443,6.79550414666085,11.7477564296688,1.83462132921175,1.04944636100821,0.622281403619323,0.468109533618447,0.277962451902839,0.371917023724342,-1.50356424142349,0.275149852815218,-1.04186545436271,1.34939759036145,0.266319563348788
"R8","R8","BRF-ONE-COM","BRF-ONE-COM-8",4.43053382818414,6.38007420340463,11.8781392549521,1.81143740340031,0.69765644646034,0.727078039871758,0.5268678893703,0.537700441284538,0.419614518153179,-1.52697696476625,0.290224457557604,-0.502917171140529,1.65060240963855,0.688426084465051
"R16","R16","CCR-ONE-NCD","CCR-ONE-NCD-8",5.12179609949719,6.421977302488,11.9037411907642,1.94281298299845,1.46097264131796,0.578333541389549,1.12503733855521,0.851365795433393,0.290462596280952,-1.62252197105762,0.498530030744057,-0.559845700748544,1.69879518072289,1.26631956334879
"R30","R30","CGF-MXG-PRO","CGF-MXG-PRO-6",0.701569979717408,6.0937909209952,11.7477564296688,1.65069551777434,1.28065546061773,0.970759837900126,0.762118483907858,0.494252569254128,0.888309443164417,-1.35870012232674,-0.388468948148159,-0.26381239139222,1.34939759036145,0.985499489933852
"R82","R82","OTO-MON-NCD","OTO-MON-NCD-7",4.50588051954495,6.15206241815801,11.7211914054367,1.76506955177743,1.20748998015424,0.416984282427818,0.636097980557467,0.466500789042126,0.156400252078254,-1.61794597545618,0.296024457685328,-0.480520181462484,1.26506024096386,0.844213042232524
"R81","R81","OTO-MON-NCD","OTO-MON-NCD-6",5.5461964710363,6.15206241815801,11.7211914054367,1.75579598145286,1.09154353932656,0.425097387966247,0.600248473972004,0.610437875967043,0,-1.59596086333105,0.282529219374805,-0.403367958419567,1.22289156626506,0.844213042232524
"R38","R38","CRE-MXG-NCD","CRE-MXG-NCD-6",0.515828092999602,6.5048559580969,12.1274527780594,1.76816074188563,1.22671056275089,0.884823216370324,0.696691407089705,0.654678523215184,0.543338466003314,-1.54112693121336,0.226904561540426,-0.773295354233069,1.12048192771084,0.532639126697576
"R46","R46","CRE-MXT-NCD","CRE-MXT-NCD-6",4.99353679701161,6.5048559580969,12.1274527780594,1.78052550231839,0.978317113984433,1.04285879435968,0.72811657327005,0.556070729092382,0.310419675640226,-1.415875668437,0.241401577196068,-0.433212156986172,1.03012048192771,0.618374876357686
"R83","R83","OTO-MON-NCD","OTO-MON-NCD-8",3.20690615528924,6.15206241815801,11.7211914054367,1.69088098918083,1.24961543833987,0.46195980223349,0.681302010697994,0.617917171296492,0.207511319519149,-1.60897774183961,0.24732163098477,-0.463277715674779,1.30120481927711,0.844213042232524
"R96","R96","SFA-ONE-PRO","SFA-ONE-PRO-5",3.71841835466249,6.79550414666085,11.7477564296688,1.77125193199382,0.775093661352425,0.549407041323841,0.374224113390427,0.195941765916868,0.499443854225818,-1.59596086333105,0.376112789983035,-0.804586116235595,1.36746987951807,0.266319563348788
"R102","R102","UCP-MXG-NCD","UCP-MXG-NCD-3",-5.65780186514044,6.36386948930598,11.9544855994979,1.53013910355487,1.42494028823231,0.499823326366399,0.615985034396282,0.66141738720722,0.292362361110553,-1.38267973640404,0.483685835674366,-0.932900793329404,1.17469879518072,1.26631956334879
