"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"1203","perc.clay","ASV_232",0.925570913669775,0.9875,0.0125,TRUE,"positive","-6.7284626","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1204","perc.clay","ASV_101",0.929467443160589,0.9945,0.0055,TRUE,"positive","-1.3129447","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1205","perc.clay","ASV_293",0.939177520396948,0.9975,0.0025,TRUE,"positive","-6.6379486","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1206","perc.clay","ASV_1119",0.949167722113925,0.9745,0.0255,TRUE,"positive"," 4.7641172","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"1207","perc.clay","ASV_654",0.949985906518521,0.97025,0.02975,TRUE,"positive","-4.7409534","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1208","perc.clay","ASV_2391",0.951279284641549,0.968,0.032,TRUE,"positive","-5.5696656","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA,"Presence"
"1209","perc.clay","ASV_778",0.965315805566906,0.978,0.022,TRUE,"positive","-4.7406280","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1210","perc.clay","ASV_296",0.969099323099028,0.994,0.006,TRUE,"positive","-4.5648234","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus","Presence"
"1211","perc.clay","ASV_441",0.969248143841533,0.9835,0.0165,TRUE,"positive"," 0.9467596","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA,"Presence"
"1212","perc.clay","ASV_88",0.972502401657531,0.97975,0.02025,TRUE,"positive"," 5.1677551","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Delicatula","s__integrella","Presence"
"1213","perc.clay","ASV_699",0.975582027774737,0.9855,0.0145,TRUE,"positive","-5.1125417","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1214","perc.clay","ASV_367",0.988163718693457,0.96425,0.03575,TRUE,"positive","-5.5567036","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,"Presence"
"1215","perc.clay","ASV_1189",0.997145606268452,0.973,0.027,TRUE,"positive","-4.3117552","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1216","perc.clay","ASV_2384",0.997875946085042,0.99075,0.00925,TRUE,"positive","-6.6352577","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1217","perc.clay","ASV_3693",1.01027451159707,0.975,0.025,TRUE,"positive","-6.3675831","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA,"Presence"
"1218","perc.clay","ASV_29",1.01048974268124,0.99525,0.00475,TRUE,"positive","-7.6748209","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Wilcoxina","s__mikolae","Presence"
"1219","perc.clay","ASV_1419",1.01140252682528,0.974,0.026,TRUE,"positive","-5.7029587","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"1220","perc.clay","ASV_3940",1.01159234475999,0.9895,0.0105,TRUE,"positive","-4.4415807","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"1221","perc.clay","ASV_3308",1.02550550053866,0.99625,0.00375,TRUE,"positive","-4.4522026","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"1222","perc.clay","ASV_1104",1.02687656419714,0.98225,0.01775,TRUE,"positive","-4.3133825","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1223","perc.clay","ASV_4237",1.04485540010261,0.97825,0.02175,TRUE,"positive","-5.8315623","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Neoidriella","s__desertorum","Presence"
"1224","perc.clay","ASV_1072",1.04661852335997,0.97575,0.02425,TRUE,"positive","-4.7412709","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1225","perc.clay","ASV_604",1.04870556167706,0.99825,0.00175,TRUE,"positive"," 5.6259958","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,"Presence"
"1226","perc.clay","ASV_610",1.05141045754704,0.981,0.019,TRUE,"positive","-4.7413822","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1227","perc.clay","ASV_2865",1.05363461192874,0.98275,0.01725,TRUE,"positive","-1.7197319","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA,"Presence"
"1228","perc.clay","ASV_1148",1.0590614285985,0.98475,0.01525,TRUE,"positive","-6.6365038","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1229","perc.clay","ASV_104",1.05994708914962,0.98725,0.01275,TRUE,"positive"," 4.6349594","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hydnangiaceae","g__Laccaria",NA,"Presence"
"1230","perc.clay","ASV_379",1.06098722380105,0.9815,0.0185,TRUE,"positive","-4.6564264","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,"Presence"
"1231","perc.clay","ASV_3263",1.06718248796137,0.98425,0.01575,TRUE,"positive","-4.3677497","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA,"Presence"
"1232","perc.clay","ASV_524",1.0735090957142,0.9845,0.0155,TRUE,"positive"," 1.0487773","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae",NA,NA,"Presence"
"1233","perc.clay","ASV_661",1.07894598488228,0.98675,0.01325,TRUE,"positive"," 0.9270244","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae",NA,NA,"Presence"
"1234","perc.clay","ASV_2486",1.08034717366566,0.994,0.006,TRUE,"positive","-4.6708317","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"1235","perc.clay","ASV_3971",1.08376876410406,0.9915,0.0085,TRUE,"positive","-4.0326435","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA,"Presence"
"1236","perc.clay","ASV_505",1.09665008306421,0.98,0.02,TRUE,"positive","-5.8990248","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1237","perc.clay","ASV_308",1.09923198743029,0.98475,0.01525,TRUE,"positive"," 4.7538780","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"1238","perc.clay","ASV_2547",1.09994448960176,0.98375,0.01625,TRUE,"positive","-4.3118182","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1239","perc.clay","ASV_1536",1.10433367300483,0.98925,0.01075,TRUE,"positive","-5.1048192","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1240","perc.clay","ASV_4995",1.10844531179153,0.98775,0.01225,TRUE,"positive","-4.4416844","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"1241","perc.clay","ASV_159",1.10896571783727,0.99375,0.00625,TRUE,"positive","-6.9451611","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae",NA,NA,"Presence"
"1242","perc.clay","ASV_1030",1.11436990785697,0.99375,0.00625,TRUE,"positive","-4.7412461","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1243","perc.clay","ASV_1797",1.11544648538819,0.99025,0.00975,TRUE,"positive","-4.3696313","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA,"Presence"
"1244","perc.clay","ASV_82",1.13815796328966,0.98475,0.01525,TRUE,"positive","-5.5582118","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Acidomelania","s__panicicola","Presence"
"1245","perc.clay","ASV_43",1.14225708508046,0.98525,0.01475,TRUE,"positive"," 5.2137276","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita",NA,"Presence"
"1246","perc.clay","ASV_538",1.15664756398641,0.99925,0.00075,TRUE,"positive","-4.6276762","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"1247","perc.clay","ASV_93",1.16173150632392,0.988,0.012,TRUE,"positive"," 0.9608173","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae","g__Rhizopogon",NA,"Presence"
"1248","perc.clay","ASV_1284",1.16832823310215,0.994,0.006,TRUE,"positive","-5.6851340","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata","Presence"
"1249","perc.clay","ASV_92",1.1753013440156,0.99025,0.00975,TRUE,"positive","-6.4534701","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lindgomycetaceae","g__Clohesyomyces",NA,"Presence"
"1250","perc.clay","ASV_765",1.17812261727915,0.99725,0.00275,TRUE,"positive","-5.5695891","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,"Presence"
"1251","perc.clay","ASV_583",1.17956330735552,0.9925,0.0075,TRUE,"positive","-6.3414485","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__flanaganii","Presence"
"1252","perc.clay","ASV_86",1.18048573563694,0.986,0.014,TRUE,"positive","-6.2393912","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,"Presence"
"1253","perc.clay","ASV_886",1.18525899035371,0.996,0.004,TRUE,"positive","-4.3158389","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1254","perc.clay","ASV_1299",1.18633726072422,0.9945,0.0055,TRUE,"positive"," 0.9564646","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA,"Presence"
"1255","perc.clay","ASV_1180",1.19255968221429,0.99625,0.00375,TRUE,"positive","-5.9264090","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA,"Presence"
"1256","perc.clay","ASV_929",1.19270106014417,0.99825,0.00175,TRUE,"positive","-5.1073566","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1257","perc.clay","ASV_1538",1.20093425461202,0.99675,0.00325,TRUE,"positive","-6.6372914","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1258","perc.clay","ASV_2128",1.2069795732463,0.992,0.008,TRUE,"positive","-1.6008722","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"1259","perc.clay","ASV_645",1.20876917560922,0.99675,0.00325,TRUE,"positive","-6.6358513","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1260","perc.clay","ASV_2774",1.21555749614263,0.993,0.007,TRUE,"positive","-4.0356205","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA,"Presence"
"1261","perc.clay","ASV_1298",1.21815403766872,0.994,0.006,TRUE,"positive"," 4.5040419","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Psilocybe","s__coprophila","Presence"
"1262","perc.clay","ASV_2478",1.23890656267872,0.996,0.004,TRUE,"positive","-4.3130524","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1263","perc.clay","ASV_37",1.24209414255038,0.9995,5e-04,TRUE,"positive","-6.2689926","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,"Presence"
"1264","perc.clay","ASV_209",1.24801393306032,0.99675,0.00325,TRUE,"positive","-4.7430875","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1265","perc.clay","ASV_1828",1.24833063615404,0.998,0.002,TRUE,"positive","-4.6718599","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"1266","perc.clay","ASV_335",1.25045642714952,0.99175,0.00825,TRUE,"positive","-5.1202614","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1267","perc.clay","ASV_132",1.25323485731584,0.9975,0.0025,TRUE,"positive"," 0.5686212","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Tylospora",NA,"Presence"
"1268","perc.clay","ASV_4388",1.2563773290828,0.99375,0.00625,TRUE,"positive","-4.4215816","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA,"Presence"
"1269","perc.clay","ASV_241",1.26756739381066,1,0,TRUE,"positive","-4.3153137","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1270","perc.clay","ASV_3543",1.27262261689001,0.99825,0.00175,TRUE,"positive"," 4.5209493","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__septocystidiatus","Presence"
"1271","perc.clay","ASV_653",1.27624579065668,0.9935,0.0065,TRUE,"positive","-1.2538422","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1272","perc.clay","ASV_176",1.28032303927537,0.999,0.001,TRUE,"positive","-1.2793742","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1273","perc.clay","ASV_671",1.2934961918702,0.994,0.006,TRUE,"positive"," 1.0557881","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae",NA,NA,"Presence"
"1274","perc.clay","ASV_1176",1.30557362055605,0.996,0.004,TRUE,"positive","-4.0332542","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis",NA,"Presence"
"1275","perc.clay","ASV_1465",1.31901658155113,0.998,0.002,TRUE,"positive","-5.1019257","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1276","perc.clay","ASV_336",1.32037556438811,0.9995,5e-04,TRUE,"positive","-5.1217583","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1277","perc.clay","ASV_180",1.32943090583167,0.99625,0.00375,TRUE,"positive"," 5.6153939","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,"Presence"
"1278","perc.clay","ASV_2775",1.3474187828117,0.99825,0.00175,TRUE,"positive","-4.4519993","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"1279","perc.clay","ASV_595",1.35641649056914,1,0,TRUE,"positive","-6.7126227","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Byssonectria",NA,"Presence"
"1280","perc.clay","ASV_2763",1.36547829015907,0.999,0.001,TRUE,"positive","-4.0150051","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS08",NA,NA,NA,"Presence"
"1281","perc.clay","ASV_1363",1.3731926819797,0.9965,0.0035,TRUE,"positive","-5.5644630","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,"Presence"
"1282","perc.clay","ASV_564",1.38766760464398,0.999,0.001,TRUE,"positive"," 0.9312581","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae",NA,NA,"Presence"
"1283","perc.clay","ASV_2744",1.39013091806325,0.99775,0.00225,TRUE,"positive","-4.3687028","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA,"Presence"
"1284","perc.clay","ASV_273",1.39103794368741,0.99875,0.00125,TRUE,"positive"," 4.7478299","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"1285","perc.clay","ASV_389",1.40601781037679,0.99825,0.00175,TRUE,"positive","-6.2355187","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,"Presence"
"1286","perc.clay","ASV_415",1.42138878614605,0.998,0.002,TRUE,"positive","-5.6407175","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotium",NA,"Presence"
"1287","perc.clay","ASV_1670",1.42774138884754,0.9985,0.0015,TRUE,"positive","-6.7186588","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1288","perc.clay","ASV_410",1.44275078523919,0.99925,0.00075,TRUE,"positive","-6.7359130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1289","perc.clay","ASV_262",1.44560616364479,0.99825,0.00175,TRUE,"positive"," 5.6152210","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,"Presence"
"1290","perc.clay","ASV_224",1.48231136785139,1,0,TRUE,"positive","-5.9196612","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1291","perc.clay","ASV_314",1.49049604808534,0.99975,0.00025,TRUE,"positive","-4.7430283","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1292","perc.clay","ASV_267",1.50754461976641,0.99925,0.00075,TRUE,"positive","-4.6322375","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"1293","perc.clay","ASV_274",1.53589502872973,0.9995,5e-04,TRUE,"positive","-4.6306227","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"1294","perc.clay","ASV_693",1.57682436088449,1,0,TRUE,"positive"," 0.8414011","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis","g__Minimedusa","s__polyspora","Presence"
"1295","perc.clay","ASV_1326",1.64396364664681,1,0,TRUE,"positive","-1.6054295","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"1296","perc.clay","ASV_1025",1.64641066244684,1,0,TRUE,"positive","-4.4486368","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"1297","perc.clay","ASV_2745",1.6765610425998,1,0,TRUE,"positive","-4.4180351","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA,"Presence"
"1298","perc.clay","ASV_179",1.84765771866174,1,0,TRUE,"positive","-3.9069549","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"1299","perc.clay","ASV_431",1.98466453153127,1,0,TRUE,"positive","-4.6341185","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium","s__brooksianum","Presence"
"1300","stand.age.yrs.num","ASV_1731",-3.29450591232459,0,1,TRUE,"negative","-6.3470597","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Corynesporascaceae","g__Corynespora","s__cassiicola","Presence"
"1301","stand.age.yrs.num","ASV_38",-2.35513357880497,0,1,TRUE,"negative","-5.9178575","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1302","stand.age.yrs.num","ASV_496",-2.33640256473555,0.00125,0.99875,TRUE,"negative","-5.8697354","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"1303","stand.age.yrs.num","ASV_1035",-2.30908266131065,0,1,TRUE,"negative","-5.9307713","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Macrophomina","s__phaseolina","Presence"
"1304","stand.age.yrs.num","ASV_518",-2.193346174082,0,1,TRUE,"negative","-6.6934217","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"1305","stand.age.yrs.num","ASV_493",-2.18507855154737,0.002,0.998,TRUE,"negative","-3.8986691","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"1306","stand.age.yrs.num","ASV_3670",-2.176823022028,0.00075,0.99925,TRUE,"negative"," 4.4927647","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA,"Presence"
"1307","stand.age.yrs.num","ASV_639",-2.16851002797332,5e-04,0.9995,TRUE,"negative","-6.7195308","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1308","stand.age.yrs.num","ASV_1511",-2.14935034433318,5e-04,0.9995,TRUE,"negative","-4.7588652","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"1309","stand.age.yrs.num","ASV_191",-2.13660323353004,0.002,0.998,TRUE,"negative","-6.3458543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides","Presence"
"1310","stand.age.yrs.num","ASV_1255",-2.13083142605919,0.00225,0.99775,TRUE,"negative","-4.2073435","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,"Presence"
"1311","stand.age.yrs.num","ASV_291",-2.1300062323814,0.0035,0.9965,TRUE,"negative","-5.8944947","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1312","stand.age.yrs.num","ASV_2100",-2.0946900289466,0,1,TRUE,"negative","-4.4365601","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"1313","stand.age.yrs.num","ASV_1062",-2.09375981924365,0.001,0.999,TRUE,"negative","-6.3505282","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA,"Presence"
"1314","stand.age.yrs.num","ASV_447",-2.06650477986384,0,1,TRUE,"negative","-5.4552634","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"1315","stand.age.yrs.num","ASV_850",-1.99425549258976,0,1,TRUE,"negative","-5.8385859","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Conlarium",NA,"Presence"
"1316","stand.age.yrs.num","ASV_827",-1.96761567088448,0.00325,0.99675,TRUE,"negative","-6.5145429","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora","Presence"
"1317","stand.age.yrs.num","ASV_1138",-1.91970591831005,0.00675,0.99325,TRUE,"negative","-4.6446351","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices","Presence"
"1318","stand.age.yrs.num","ASV_1417",-1.90259976187197,0.00175,0.99825,TRUE,"negative","-5.5400109","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylaria","s__mitrata","Presence"
"1319","stand.age.yrs.num","ASV_161",-1.87147697154971,0.002,0.998,TRUE,"negative","-6.5548274","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__tabarestanensis","Presence"
"1320","stand.age.yrs.num","ASV_6526",-1.8535960044356,0.00825,0.99175,TRUE,"negative","-3.9574799","k__Fungi","p__Basidiobolomycota",NA,NA,NA,NA,NA,"Presence"
"1321","stand.age.yrs.num","ASV_7332",-1.84641279871227,0.007,0.993,TRUE,"negative","-5.1007099","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"1322","stand.age.yrs.num","ASV_2971",-1.83428112776026,0.005,0.995,TRUE,"negative","-4.7033784","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum","Presence"
"1323","stand.age.yrs.num","ASV_685",-1.82858953150142,0.00375,0.99625,TRUE,"negative","-5.4527189","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"1324","stand.age.yrs.num","ASV_1371",-1.758280684803,0.0045,0.9955,TRUE,"negative","-4.7575087","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"1325","stand.age.yrs.num","ASV_1877",-1.75379914036218,0.003,0.997,TRUE,"negative","-5.8371216","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA,"Presence"
"1326","stand.age.yrs.num","ASV_1147",-1.75337686245265,0.00825,0.99175,TRUE,"negative","-6.7201414","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"1327","stand.age.yrs.num","ASV_553",-1.73453375483583,0.0185,0.9815,TRUE,"negative","-4.6444061","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices","Presence"
"1328","stand.age.yrs.num","ASV_1505",-1.73324466021956,0.01875,0.98125,TRUE,"negative","-4.7575052","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"1329","stand.age.yrs.num","ASV_891",-1.72810304473866,0.01025,0.98975,TRUE,"negative","-6.3637085","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Tetraplosphaeriaceae","g__Tetraplosphaeria",NA,"Presence"
