"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"278","lib","ASV_3289",4.03693066742744e-05,0.99775,0.00225,TRUE,"positive"," -1.43436625","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA,"Presence"
"279","lib","ASV_4",4.1470834721015e-05,0.99825,0.00175,TRUE,"positive","  3.73057868","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,"Presence"
"280","lib","ASV_6",4.19995894275768e-05,0.99975,0.00025,TRUE,"positive","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Presence"
"281","lib","ASV_1170",4.21706391239039e-05,0.99875,0.00125,TRUE,"positive","  2.62856567","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"282","lib","ASV_170",4.27709173317955e-05,0.9995,5e-04,TRUE,"positive","  4.82639369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"283","lib","ASV_3610",4.28141944365931e-05,0.999,0.001,TRUE,"positive"," -2.13038568","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora",NA,"Presence"
"284","lib","ASV_392",4.40023402785869e-05,0.99925,0.00075,TRUE,"positive"," -1.57946217","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava","Presence"
"285","lib","ASV_68",4.74720181514792e-05,0.9995,5e-04,TRUE,"positive"," -1.39884147","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA,"Presence"
"286","lib","ASV_98",4.77231887403588e-05,0.99975,0.00025,TRUE,"positive"," -2.02932300","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"287","lib","ASV_1925",4.82433512146717e-05,1,0,TRUE,"positive","-16.74600948","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"288","lib","ASV_7",4.8694506663975e-05,1,0,TRUE,"positive"," -0.56796858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,"Presence"
"289","lib","ASV_53",4.89618623243563e-05,0.9985,0.0015,TRUE,"positive","  4.44596898","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Presence"
"290","lib","ASV_313",4.96699605943936e-05,1,0,TRUE,"positive","  4.82210707","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"291","lib","ASV_975",5.04506750575014e-05,0.9995,5e-04,TRUE,"positive"," -1.60419936","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria",NA,"Presence"
"292","lib","ASV_259",5.14334446616521e-05,1,0,TRUE,"positive","  2.62490006","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"293","lib","ASV_39",5.18673037524377e-05,0.99925,0.00075,TRUE,"positive","  3.88934887","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__pullulans","Presence"
"294","lib","ASV_1206",5.48176605498797e-05,1,0,TRUE,"positive","  4.42261718","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"295","lib","ASV_3084",5.53675000524474e-05,1,0,TRUE,"positive"," -2.15570865","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Chrysozyma","s__griseoflava","Presence"
"296","lib","ASV_41",5.56900502238577e-05,1,0,TRUE,"positive","  2.09667783","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae","Presence"
"297","lib","ASV_24",5.6718805719826e-05,0.99975,0.00025,TRUE,"positive","  4.90224238","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"298","lib","ASV_2",5.97683249848854e-05,1,0,TRUE,"positive","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Presence"
"299","lib","ASV_339",6.55901830747048e-05,1,0,TRUE,"positive"," -2.04215526","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"300","max.height.m","ASV_373",-1.78515960373466,0,1,TRUE,"negative","  4.42859917","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"301","max.height.m","ASV_194",-1.65090551816297,0,1,TRUE,"negative","  4.13276439","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Presence"
"302","max.height.m","ASV_115",-1.57669652293155,0,1,TRUE,"negative"," -2.17771762","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"303","max.height.m","ASV_7208",-1.54407726539251,0,1,TRUE,"negative"," -1.25398038","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","Presence"
"304","max.height.m","ASV_646",-1.32902809045273,0,1,TRUE,"negative","  4.05597261","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola","Presence"
"305","max.height.m","ASV_644",-1.11581442606419,0.01075,0.98925,TRUE,"negative","  4.10704743","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Presence"
"306","max.height.m","ASV_833",-1.11205234266998,0.00225,0.99775,TRUE,"negative"," -2.13524015","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Golubeviales","f__Golubeviaceae","g__Golubevia","s__pallescens","Presence"
"307","max.height.m","ASV_4007",-1.09851993868251,0.007,0.993,TRUE,"negative"," -0.07859416","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Choanephoraceae","g__Blakeslea","s__trispora","Presence"
"308","max.height.m","ASV_727",-0.932856728613899,0.0225,0.9775,TRUE,"negative","  4.37457014","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,"Presence"
"309","max.height.m","ASV_55",-0.914578379453631,0.005,0.995,TRUE,"negative"," -0.97008483","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae","Presence"
"310","max.height.m","ASV_600",-0.910695066260788,0.0175,0.9825,TRUE,"negative","  4.52188172","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"311","max.height.m","ASV_1342",-0.888770958420348,0.01675,0.98325,TRUE,"negative"," -2.14359951","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces",NA,"Presence"
"312","max.height.m","ASV_182",-0.879324923949582,0.009,0.991,TRUE,"negative"," -1.17452859","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA,"Presence"
"313","max.height.m","ASV_639",-0.872187378874201,0.0185,0.9815,TRUE,"negative","  4.42484990","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"314","max.height.m","ASV_161",-0.867371243629849,0.034,0.966,TRUE,"negative","  3.61003403","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__tabarestanensis","Presence"
"315","max.height.m","ASV_717",-0.854099128752648,0.021,0.979,TRUE,"negative"," -2.06611665","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"316","max.height.m","ASV_17",-0.831465460031679,0.012,0.988,TRUE,"negative","  5.39440008","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"317","max.height.m","ASV_6",-0.829959803589352,0.01125,0.98875,TRUE,"negative","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Presence"
"318","max.height.m","ASV_217",-0.826490745340516,0.036,0.964,TRUE,"negative","  5.18194518","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"319","max.height.m","ASV_2101",-0.825630020166039,0.0265,0.9735,TRUE,"negative","  3.00006244","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Neopestalotiopsis",NA,"Presence"
"320","max.height.m","ASV_294",-0.810729341936655,0.0345,0.9655,TRUE,"negative","  1.97813572","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"321","max.height.m","ASV_392",-0.792684289465966,0.01525,0.98475,TRUE,"negative"," -1.57946217","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava","Presence"
"322","max.height.m","ASV_177",-0.765121356638448,0.01475,0.98525,TRUE,"negative","  2.58822574","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"323","max.height.m","ASV_531",-0.727928643246209,0.0215,0.9785,TRUE,"negative","  2.64449124","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__livistonae","Presence"
"324","max.height.m","ASV_399",-0.72053322775138,0.04625,0.95375,TRUE,"negative","  4.43253157","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"325","max.height.m","ASV_71",-0.672837926221932,0.029,0.971,TRUE,"negative","  4.56117543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"326","max.height.m","ASV_32",0.73975473630602,0.9615,0.0385,TRUE,"positive","-16.86895652","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"327","max.height.m","ASV_7",0.76406647820715,0.9795,0.0205,TRUE,"positive"," -0.56796858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,"Presence"
"328","max.height.m","ASV_52",0.875255742736195,0.98875,0.01125,TRUE,"positive","  4.93823329","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"329","max.height.m","ASV_473",0.877553761458018,0.98925,0.01075,TRUE,"positive","  2.57329239","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__bambusae","Presence"
"330","max.height.m","ASV_1502",0.925126740819247,0.9735,0.0265,TRUE,"positive","-16.74792106","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"331","max.height.m","ASV_2",1.0563223094461,0.99625,0.00375,TRUE,"positive","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Presence"
"332","max.height.m","ASV_208",1.14150403993575,0.9965,0.0035,TRUE,"positive","  2.67843341","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Strelitziana",NA,"Presence"
"333","P","ASV_217",-1.46921138322577,0,1,TRUE,"negative","  5.18194518","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"334","P","ASV_135",-1.43083886342194,0,1,TRUE,"negative","  3.71487476","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"335","P","ASV_1738",-1.30509045360688,0.00325,0.99675,TRUE,"negative"," -1.61544605","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,"Presence"
"336","P","ASV_256",-1.25238482550077,0.00075,0.99925,TRUE,"negative","  4.53962404","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"337","P","ASV_182",-1.23841891904051,0,1,TRUE,"negative"," -1.17452859","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA,"Presence"
"338","P","ASV_2638",-1.13144554553774,0.01075,0.98925,TRUE,"negative","  2.08557924","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae","Presence"
"339","P","ASV_246",-1.12026794236568,0.001,0.999,TRUE,"negative","  5.17101748","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"340","P","ASV_4425",-1.10731108741085,0.00825,0.99175,TRUE,"negative","  1.96093100","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"341","P","ASV_52",-1.09890249078376,0,1,TRUE,"negative","  4.93823329","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"342","P","ASV_828",-1.09786038540505,0.015,0.985,TRUE,"negative","  3.55206675","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora","Presence"
"343","P","ASV_2855",-1.05241586851847,0.0165,0.9835,TRUE,"negative"," -1.44676097","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA,"Presence"
"344","P","ASV_927",-1.03368511938189,0.02575,0.97425,TRUE,"negative","  3.56753564","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae","Presence"
"345","P","ASV_511",-1.02090085269566,0.02575,0.97425,TRUE,"negative","  1.95030130","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"346","P","ASV_5642",-0.984480773894813,0.0095,0.9905,TRUE,"negative"," -1.25376567","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","Presence"
"347","P","ASV_6",-0.976469351773168,0.00025,0.99975,TRUE,"negative","  7.95894113","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica","Presence"
"348","P","ASV_1345",-0.972303433444186,0.00775,0.99225,TRUE,"negative"," -2.07721298","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum","Presence"
"349","P","ASV_1075",-0.970591021030212,0.01525,0.98475,TRUE,"negative","  2.58062743","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"350","P","ASV_717",-0.969114031493904,0.004,0.996,TRUE,"negative"," -2.06611665","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"351","P","ASV_804",-0.938760996651394,0.01225,0.98775,TRUE,"negative","  4.42970894","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"352","P","ASV_2552",-0.936622056205258,0.0235,0.9765,TRUE,"negative"," -2.16792002","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Atractidochium","s__hillariae","Presence"
"353","P","ASV_1055",-0.927999495856567,0.021,0.979,TRUE,"negative","  3.68061001","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"354","P","ASV_393",-0.919159713473298,0.009,0.991,TRUE,"negative","  4.81954320","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"355","P","ASV_806",-0.913972051987425,0.00225,0.99775,TRUE,"negative"," -2.03902553","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"356","P","ASV_458",-0.910889106100852,0.0045,0.9955,TRUE,"negative"," -1.36892761","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,"Presence"
"357","P","ASV_496",-0.900985554517665,0.019,0.981,TRUE,"negative","  2.58636329","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","Presence"
"358","P","ASV_460",-0.893907245877152,0.01925,0.98075,TRUE,"negative","  3.68993700","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"359","P","ASV_2244",-0.891701983518713,0.018,0.982,TRUE,"negative","  3.67632164","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"360","P","ASV_562",-0.865596342992924,0.011,0.989,TRUE,"negative","  4.05959063","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola","Presence"
"361","P","ASV_2010",-0.803497868761918,0.018,0.982,TRUE,"negative"," -2.07940264","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum","Presence"
"362","P","ASV_1364",-0.802115876525085,0.03025,0.96975,TRUE,"negative","  5.14396239","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"363","P","ASV_572",-0.794034871124616,0.00375,0.99625,TRUE,"negative"," -1.58736448","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA,"Presence"
"364","P","ASV_644",-0.793853537373369,0.0455,0.9545,TRUE,"negative","  4.10704743","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,"Presence"
"365","P","ASV_373",-0.739056228798652,0.01075,0.98925,TRUE,"negative","  4.42859917","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"366","P","ASV_439",-0.732084662248878,0.0265,0.9735,TRUE,"negative","  2.61706793","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA,"Presence"
"367","P","ASV_2675",-0.71724821687849,0.03525,0.96475,TRUE,"negative"," -2.07261181","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"368","P","ASV_378",-0.675743560668953,0.01675,0.98325,TRUE,"negative"," -1.38182300","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces",NA,"Presence"
"369","P","ASV_81",-0.664315681961095,0.0385,0.9615,TRUE,"negative","  3.93607277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,"Presence"
"370","P","ASV_639",-0.586671823702918,0.044,0.956,TRUE,"negative","  4.42484990","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"371","P","ASV_1206",-0.575310086992759,0.03525,0.96475,TRUE,"negative","  4.42261718","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"372","P","ASV_406",-0.495939381626681,0.03975,0.96025,TRUE,"negative"," -1.57637279","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__penniseticola","Presence"
"373","P","ASV_1741",0.544443290810438,0.953,0.047,TRUE,"positive"," -2.12270816","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA,"Presence"
"374","P","ASV_170",0.598084289851708,0.962,0.038,TRUE,"positive","  4.82639369","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"375","P","ASV_1925",0.641054304270536,0.975,0.025,TRUE,"positive","-16.74600948","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"376","P","ASV_225",0.686768241559682,0.99225,0.00775,TRUE,"positive","  4.52265958","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"377","P","ASV_2659",0.68725835244363,0.983,0.017,TRUE,"positive"," -2.10555382","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA,"Presence"
"378","P","ASV_7",0.701384610920045,0.993,0.007,TRUE,"positive"," -0.56796858","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,"Presence"
"379","P","ASV_1519",0.703362186635617,0.98225,0.01775,TRUE,"positive"," -1.63076094","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__fusca","Presence"
"380","P","ASV_392",0.726474659166429,0.9945,0.0055,TRUE,"positive"," -1.57946217","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava","Presence"
"381","P","ASV_165",0.732343783395107,0.988,0.012,TRUE,"positive","-16.74892058","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"382","P","ASV_1502",0.758186095441799,0.97825,0.02175,TRUE,"positive","-16.74792106","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"383","P","ASV_339",0.799113710458342,0.9905,0.0095,TRUE,"positive"," -2.04215526","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri","Presence"
"384","P","ASV_2",0.818060620712618,0.9875,0.0125,TRUE,"positive","  5.38297741","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola","Presence"
"385","P","ASV_32",0.83650987134367,0.99525,0.00475,TRUE,"positive","-16.86895652","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"386","P","ASV_2293",0.852598418131014,0.96925,0.03075,TRUE,"positive"," -2.13645256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"387","P","ASV_4769",0.859904106043601,0.97825,0.02175,TRUE,"positive"," -2.17224527","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"388","P","ASV_3084",0.873032960164222,0.9725,0.0275,TRUE,"positive"," -2.15570865","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Chrysozyma","s__griseoflava","Presence"
"389","P","ASV_2171",0.877282817942709,0.984,0.016,TRUE,"positive"," -2.08049597","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__pyrrosiae","Presence"
"390","P","ASV_419",0.933952742887575,0.9995,5e-04,TRUE,"positive"," -1.38050728","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,"Presence"
"391","P","ASV_312",0.962052549444155,0.9995,5e-04,TRUE,"positive"," -1.24144823","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","Presence"
"392","P","ASV_91",0.992902699260276,0.992,0.008,TRUE,"positive","  3.99245421","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,"Presence"
"393","P","ASV_368",1.12683475476833,0.99875,0.00125,TRUE,"positive","-16.76804630","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"394","P","ASV_2180",1.24071699715295,0.99975,0.00025,TRUE,"positive","-11.89470463","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia",NA,"Presence"
"395","P","ASV_1219",1.32974212330453,0.99975,0.00025,TRUE,"positive"," -1.96937281","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__novozealandica","Presence"
"396","P","ASV_138",1.35084114493851,1,0,TRUE,"positive"," -2.08344031","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,"Presence"
"397","ph","ASV_828",-1.33796228544419,0,1,TRUE,"negative","  3.55206675","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora","Presence"
"398","ph","ASV_511",-1.24924193157364,0,1,TRUE,"negative","  1.95030130","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"399","ph","ASV_2855",-1.2168417394931,0,1,TRUE,"negative"," -1.44676097","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA,"Presence"
"400","ph","ASV_973",-1.16446570099159,0,1,TRUE,"negative"," -1.42360193","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces","s__pseudoschimicola","Presence"
