"","Site","SiteSamp","MAP.mm","MAT.C","ph","P","K","Cu","Mn","S","Zn","TIN","p.resin","doc","perc.C","perc.sand","perc.clay","basal.area.m2","max.height.m","stand.age.yrs.num","samp.lon","samp.lat"
"71","UCP-MXG-NCD","UCP-MXG-NCD-8",1.16637,1.22530928172586,5.19,2.29061838963327,1.62307974345766,0.218991538771875,0.849147435149965,1.21942132058023,1.31158017799729,0.420558553976714,1.05560346728287,0.551894087030469,-2.0720572320339,0.598831361300212,-1.58055019854572,-0.682320278782346,2.06,1.43136376415899,-77.6795299861576,35.8959774705773
"72","LCO-MXT-COM","LCO-MXT-COM-3",1.25935,1.24303804868629,4.43,1.44806945766184,1.49952536432128,0.048304679574555,0.231949076520682,1.38968713359548,0.54770232900537,0.448024402518154,0.225186647534149,0.681017898204626,-1.37124900700091,0.0498598979285769,-1.00397697380505,-1.79527995120793,1.55,1,-77.4675935090367,35.2633214502649
"73","LWR-BHO-NCS","LWR-BHO-NCS-1",1.17624,1.21748394421391,6.105,2.38078311914821,1.80204241726563,0.154530609401422,1.18877229081477,1.14052415816024,1.46329305529609,0.293225925922277,0.569908924074171,0.131143626176631,-2.00899504478373,0.266966223542156,-1.06384484714663,-0.868876971516193,2.29,1.07918124604762,-78.7025533733333,35.7351830471138
"74","LWR-BHO-NCS","LWR-BHO-NCS-7",1.17624,1.21748394421391,6.185,2.13466640274429,2.03370799292156,0.257217836382343,1.00393029362843,1.20821326914868,1.30539480106643,0.277788547437073,1.23803670898083,0.428760311747722,-1.79164210748646,0.454208647993388,-1.03908334936388,-0.610755524615386,2.68,1.07918124604762,-78.7029534752526,35.7357221430511
"75","MHC-ONE-NCD","MHC-ONE-NCD-2",1.20784,1.1430148002541,6.82,1.69419798419965,2.32703223472791,0.307694491895348,1.40363342221384,1.37438926092878,1.33544756046767,0.442848882060171,1.36354379009945,0.655476503340706,-1.68359707013567,0.270581745193162,-0.683741928477287,-0.974576350138822,2.3,1.04139268515823,-82.5574525153993,35.4168369266645
"76","MHC-ONE-NCD","MHC-ONE-NCD-8",1.20784,1.1430148002541,6.415,2.00873183599876,2.49462789265358,0.61201877249687,1.58575136358339,1.37438926092878,1.41116827440579,0.447950357826698,1.38821793383679,0.565176166858818,-1.60923857595509,0.0157289273179261,-0.580913889162912,-0.879600836907966,2.6,1.04139268515823,-82.5573090519842,35.4170742682127
"77","OTO-MON-NCD","OTO-MON-NCD-6",1.12755,1.20139712432045,5.68,1.72200948751336,1.45615653265132,0.308454013743188,0.80828083824575,1.17005929428577,1.31575325248469,0.40623706563585,0.468375222766486,0,-2.10450462000969,0.373353343933197,-0.688793363085447,-0.995331571729442,2.03,0.954242509439325,-78.6123122985344,36.3013402652189
"78","OTO-MXT-NCD","OTO-MXT-NCD-4",1.12755,1.20139712432045,5.09,1.91934634098368,1.39675056737557,0.0991314730020144,0.324511091513504,1.14052415816024,0.886056647693163,0.297707731321738,0.383015433799974,0.161028266492054,-2.14564716197659,0.309469336800304,-0.795494479327062,-1.40594011429781,2.24,0.903089986991944,-78.6157796647774,36.3009884575676
"79","SFA-ONE-PRO","SFA-ONE-PRO-2",1.24548,1.20411998265592,6.66,1.79062052912311,1.90546802528045,0.218589488676597,1.22274077482043,1.2509669153608,1.36855623098683,0.345998915076719,1.1032827537163,0.334705442692804,-1.73438868515848,0.375998756170176,-1.22692202268386,-1.53906229996031,2.5,0.301029995663981,-81.6865757489119,35.3726315391079
"80","LCO-MXT-COM","LCO-MXT-COM-4",1.25935,1.24303804868629,4.335,1.54137682283739,1.68392282843865,0.0550475663309054,0.289130772364273,1.52416797556213,0.732828271596986,0.478742562654797,0.275760370456819,0.913837425072032,-1.16800428937617,0.0533051017640735,-0.862298125170211,-1.17142283078512,1.81,1,-77.4677349548457,35.263232126431
"81","LWR-BHO-NCS","LWR-BHO-NCS-2",1.17624,1.21748394421391,5.71,2.35785202169613,1.90848501887865,0.229336771008906,1.19336661256073,1.19817878901852,1.64687233574432,0.408458552908914,0.522426360950514,0.311967879948076,-1.91557569854,0.278442091059359,-1.0491572748708,-0.724517958576801,2.4,1.07918124604762,-78.7026730299821,35.7352252207407
"82","LWR-BHO-NCS","LWR-BHO-NCS-8",1.17624,1.21748394421391,6.14,2.51724524258652,2.02010559424835,0.265082448476383,1.21041604076189,1.20284974342952,1.53881794638179,0.253390533423957,1.10779230115337,0.356010845087928,-1.87700185331741,0.387940610947183,-0.94933643708351,-1.18063083257195,2.08,1.07918124604762,-78.7030425500124,35.7357918403781
"83","MHC-ONE-NCD","MHC-ONE-NCD-3",1.20784,1.1430148002541,6.01,1.62638500425076,2.30084113091567,0.45451346397419,1.45484486000851,1.37705272246678,1.33724216831843,0.30189868341581,0.771973379718478,0.58650846631446,-1.62816672770118,0.0215284900734443,-0.541314541851097,-1.48790977751293,2.5,1.04139268515823,-82.5574464278872,35.4168883784526
"84","OTO-MON-NCD","OTO-MON-NCD-1",1.12755,1.20139712432045,5.425,1.74598757736429,1.69946138038154,0.347606137705336,0.829607157043085,1.20667316156673,1.29691342946915,0.3842531151335,0.515287775355686,0.436074341167527,-2.05167862121784,0.260860853085668,-0.696565145153502,-0.858657806334507,2.22,0.954242509439325,-78.6123701099906,36.3014848139469
"85","OTO-MON-NCD","OTO-MON-NCD-7",1.12755,1.20139712432045,5.71,1.90492557281386,1.49939166737196,0.316888351164588,0.792854566687718,1.12699764453206,1.39433588440321,0.310449136789005,0.682439695739598,0.156563381937214,-2.13349516175906,0.391186870538192,-0.820538927079832,-1.08124620043604,2.1,0.954242509439325,-78.6122513132734,36.3013098931126
