"","Site","SiteSamp","MAP.mm","MAT.C","ph","watercontent","P","K","Cu","Mg","Mn","S","Zn","TIN","p.resin","doc","perc.C","perc.sand","perc.clay","basal.area.m2","max.height.m","stand.age.yrs.num","samp.lon","samp.lat"
"11","BRF-ONE-COM","BRF-ONE-COM-7",6.38007420340463,11.8781392549521,1.71715610510046,9.86939991743014,0.812068273942709,1.39212702431682,0.103782819163072,1.31976797864725,0.789374292134582,1.75091452776097,0.54325124759426,0.48411528419441,0.244996672959021,0.427567781624612,-1.56742335057519,0.341481999910786,-0.768552010030669,-0.48051696321503,1.69879518072289,0.688426084465051,-15.4902508532717,23.2042922611185
"12","CCR-ONE-NCD","CCR-ONE-NCD-5",6.421977302488,11.9037411907642,1.88562596599691,9.56438298589609,1.52109983491251,1.39583935165814,0.658929759334175,1.45167416166421,0.716170566988015,1.88789431216647,1.1370537073194,0.724412259899057,0.839862428164185,0.448853844010389,-1.49716384490267,0.535853409427204,-0.641437669068303,-0.39182940425559,1.48795180722892,1.26631956334879,-15.4244148694864,23.2442488426808
"13","CGF-MON-PRO","CGF-MON-PRO-3",6.0937909209952,11.7477564296688,2.14528593508501,10.2428000746568,1.24839198825467,1.8867787525791,1.04300370686192,1.93207142310426,0.738981247958152,2.42902406331249,0.901833584724613,0.709030665344141,0.117084609386099,1,-1.21066866037135,-0.069274787802751,-0.14270799307929,-0.873376317519521,1.28313253012048,0.884694439706475,-15.845072888364,23.171681377782
"14","CGF-MXG-PRO","CGF-MXG-PRO-1",6.0937909209952,11.7477564296688,1.70788253477589,10.1298643793637,1.37410224578678,2.0524610369166,0.768124964486079,1.67101461728933,0.972801920788021,2.44796244852863,0.812039974522948,0.457867166348576,0.113287013280116,0.821882392827527,-1.31528172330855,-0.360554889831286,-0.304254462226836,-1.09053642538887,0.903614457831325,0.985499489933852,-15.8445418725467,23.1687968947624
"15","WBI-NRT-NCS","WBI-NRT-NCS-8",7.0937909209952,12.1515959059777,1.98145285935085,9.7543837657358,1.55910327327839,1.90068496641245,0.667931320102638,1.52640598219459,0.565994408347059,1.88389102720601,0.757998471422004,0.960318923301572,0.759178403013264,0.311062491248863,-1.45828781209915,0.471841846207852,-0.96760306080786,-0.325879590522932,1.39156626506024,0.798958690046365,-15.3436071620187,22.6590928426376
"16","CRE-MXG-NCD","CRE-MXG-NCD-5",6.5048559580969,12.1274527780594,1.84853168469861,9.32996660332232,1.53070762747129,1.78405294552332,0.422431481193715,1.29486978477517,0.919262592811861,1.63220549320305,0.720618635079131,0.664371384700392,0.493085765699086,0.107968355888334,-1.60897774183961,0.594138778050963,-0.931243609729832,-0.867633623879609,1.00602409638554,0.532639126697576,-15.3327929585415,23.0519711433473
"17","CRE-MXT-NCD","CRE-MXT-NCD-3",6.5048559580969,12.1274527780594,1.81916537867079,9.54531666351809,1.54850301714778,1.53510971117749,0.297186143353881,1.25369822420623,1.07949685239017,1.73993947517771,0.671613329072067,0.470820098060687,0.590021909316933,0.240701377559762,-1.65137808443257,0.410912758134031,-0.5202437179882,-0.685393166342623,1.3433734939759,0.618374876357686,-15.3328563769452,23.052293161331
"18","BRF-ONE-COM","BRF-ONE-COM-2",6.38007420340463,11.8781392549521,1.73724884080371,9.95415692406743,0.714228426838624,1.57866085071707,0.192166683169244,1.49738339827856,0.690527867082288,1.90250124952553,0.559154721044453,0.626245507666829,0,0.598620805612127,-1.45828781209915,0.185752958832797,-0.562473862971396,-0.626863643134171,1.34939759036145,0.688426084465051,-15.4902508532717,23.2041458914315
"19","BRF-ONE-COM","BRF-ONE-COM-8",6.38007420340463,11.8781392549521,1.81143740340031,9.91929571670864,0.69765644646034,1.4620495672398,0.166535822041504,1.53486908010259,0.727078039871758,1.77349198251028,0.5268678893703,0.537700441284538,0.333708997564541,0.419614518153179,-1.52697696476625,0.290224457557604,-0.502917171140529,-0.473511663105702,1.65060240963855,0.688426084465051,-15.4902805027604,23.2043215350559
"20","CCR-ONE-NCD","CCR-ONE-NCD-6",6.421977302488,11.9037411907642,2.11901081916538,9.63691891707625,1.32892156069563,1.36595047624182,0.475021881720974,1.38408651525855,0.553813090747385,1.60822159407324,1.0202977041509,0.643166635557139,0.605298844706112,0,-1.68853582575411,0.574556712867442,-0.635655053189392,-0.302396165097186,1.57228915662651,1.26631956334879,-15.4244489997479,23.2445344072722
"21","CGF-MON-PRO","CGF-MON-PRO-4",6.0937909209952,11.7477564296688,2.10664605873261,10.1937584597442,0.886680084476143,1.73710255868258,0.752788177105584,1.8388263937637,0.685545247639737,2.60736807874824,0.699692815218754,0.779578334310701,0.498222435843714,0.859693282719204,-1.13812469572502,-0.0869208888243822,-0.111367256507699,-0.881035640604945,1.03614457831325,0.884694439706475,-15.84504885152,23.1716875918143
"22","CGF-MXG-PRO","CGF-MXG-PRO-2",6.0937909209952,11.7477564296688,1.76352395672334,10.1348586458262,1.19220593162716,1.96110460203002,0.690998181496655,1.68700829848982,0.989547574517593,2.31289517183516,0.798408344408015,0.464059874774881,0.628691951830287,0.819454401831261,-1.22891436351083,-0.308497335715383,-0.294301304012102,-0.231176939311217,1.20481927710843,0.985499489933852,-15.8446075599439,23.1688743409869
"23","CGF-MON-PRO","CGF-MON-PRO-1",6.0937909209952,11.7477564296688,2.04173106646059,10.2720901212186,1.10957959885521,1.71466429933701,0.900184142422112,1.76337764234757,0.702943276280126,2.33336422556768,0.818816248055189,0.542261654383875,0.754331138030594,0.933217250789512,-1.19990032167268,-0.152394896400744,-0.0493934277878228,-0.482460552954666,1.36746987951807,0.884694439706475,-15.845116904476,23.1717564447159
"24","CRE-MXG-NCD","CRE-MXG-NCD-6",6.5048559580969,12.1274527780594,1.76816074188563,9.85001042675711,1.22671056275089,1.64741428811169,0.353306610474114,1.42979462750406,0.884823216370324,1.8886119512217,0.696691407089705,0.654678523215184,0.509294956466794,0.543338466003314,-1.54112693121336,0.226904561540426,-0.773295354233069,-0.895162434612004,1.12048192771084,0.532639126697576,-15.3328994550495,23.0517759089437
"25","CGF-MON-PRO","CGF-MON-PRO-7",6.0937909209952,11.7477564296688,2.0386398763524,10.1368524027494,0.963741392611977,1.63077027421738,0.825995778165436,1.77731710689308,0.814694648209554,2.42429945946777,0.755243381833277,0.382027939027551,0.289127353198435,0.963397671917934,-1.23326524674655,-0.124271210078283,-0.206851432465733,-0.535804182271499,1.28915662650602,0.884694439706475,-15.8449780291074,23.171678457721
"26","BRF-ONE-COM","BRF-ONE-COM-3",6.38007420340463,11.8781392549521,1.79134466769706,10.0235006375398,0.853905651122938,1.69062880684271,0.165301760181003,1.47105176296548,0.738267460837545,1.8156191275891,0.588200644327277,0.652354316711664,0,0.535710367879529,-1.44717514765901,0.231291500689088,-0.641335980861443,-0.569465898170782,1.42168674698795,0.688426084465051,-15.4902640896505,23.2041751653689
"27","CCR-ONE-NCD","CCR-ONE-NCD-1",6.421977302488,11.9037411907642,2.09582689335394,9.61610576709297,1.54665750288853,1.44906164713697,0.833935406157189,1.46540583895401,0.735498677051677,1.73030925275729,1.1563941586091,0.76211848677155,0.93599881492561,0.294465014391926,-1.50034881904647,0.514103704482107,-0.594844722070671,-0.133108548080043,1.62048192771084,1.26631956334879,-15.4243508873611,23.2443098022641
"28","CCR-ONE-NCD","CCR-ONE-NCD-7",6.421977302488,11.9037411907642,1.79907264296754,9.67645575704397,1.63017408478631,1.61614719215005,0.833234549487385,1.43162674835492,0.80061439981543,1.95130566245503,1.23526313453883,1.03342612352535,1,0.519996465271358,-1.44445322412721,0.464481403734994,-0.631163532358903,-0.361484199308462,1.40361445783133,1.26631956334879,-15.4244472689655,23.244225137377
"29","CGF-MON-PRO","CGF-MON-PRO-5",6.0937909209952,11.7477564296688,2.16383307573416,10.1720577161425,1.04978691682187,1.82064422241591,0.857970196153959,1.90595463679888,0.781533372730932,2.4659409180801,0.870684494351985,0.743681428722351,0.614817289956796,0.879130541242863,-1.05890334730735,-0.0931432452331859,-0.135381984884445,-0.60435525317671,1.27710843373494,0.884694439706475,-15.8450284858162,23.1716146437051
"30","CGF-MXG-PRO","CGF-MXG-PRO-3",6.0937909209952,11.7477564296688,1.64605873261206,10.0768495154681,1.29309598375071,2.00826001254869,0.710301324852992,1.62503575812733,0.960551846957127,2.39471246664042,0.795947123315905,0.466120869062795,0.824796996466951,0.687902030895577,-1.31900827419145,-0.226844558671546,-0.329721086651176,-0.767435565901061,1.26506024096386,0.985499489933852,-15.8446713891339,23.1689688581152
